"typeStatus","reps"
"Syntype of Apollophanes texanus",1
"Syntype of Aporocidaris antarctica",1
"Syntype of Aporocidaris fragilis",1
"Syntype of Apostenus acutus",1
"Syntype of Appias ada solis",1
"Syntype of Apterostigma abdita",1
"Syntype of Apterostigma amiae",1
"Syntype of Apterostigma branneri",1
"Syntype of Apterostigma ierense",1
"Syntype of Apterostigma jubatum",1
"Syntype of Apterostigma mayri",1
"Syntype of Apterostigma peruvianum",1
"Syntype of Apterostigma urichii",1
"Syntype of Apterostigma urichi var. nitidum",1
"Syntype of Apterostigma wasmanni",1
"Syntype of Aptycholaemus longicauda",1
"Syntype of Apus lucasanus",1
"Syntype? of Aquiloniella americana",1
"Syntype of Araeoncus patellatus",1
"Syntype of Araeoncus unimaculatus",1
"Syntype of Araeosoma paucispinum",1
"Syntype of Araeosoma violaceum",1
"Syntype of Arca adamsi",1
"Syntype of Arca (Bathyarca) nucleator",1
"Syntype of Arca petunculoides orbiculata",1
"Syntype of Arca polycyma",1
"Syntype of Arca tabogensis",1
"Syntype of Archachalina ventricosa",1
"Syntype of Archaster Agassizii",1
"Syntype of Archaster coronatus| Voucher of Cheiraster (Christopheraster) mirabilis",1
"Syntype of Archaster efflorescens",1
"Syntype of Archaster mirabilis| Lectotype of Cheiraster (Christopheraster) mirabilis",1
"Syntype of Archaster mirabilis| Paralectotype of Cheiraster (Christopheraster) mirabilis",1
"Syntype of Archaster mirabilis| Voucher of Cheiraster (Christopheraster) blakei",1
"Syntype of Archipenaeopsis vestita",1
"Syntype of Arctilaira bellans",1
"Syntype of Arcuoblastus shumardi| Syntype of Granatocrinus shumardi",1
"Syntype of Arebius elysianus",1
"Syntype of Areia fritschi",1
"Syntype of Arenaeus bidens",1
"Syntype of Arenobius sontus",1
"Syntype of Arenophilus watsingus",1
"Syntype of Areus croceatus",1
"Syntype of Areus dilutus",1
"Syntype of Areus europs",1
"Syntype of Areus laetulus",1
"Syntype of Areus megalops",1
"Syntype of Areus nitescens",1
"Syntype of Areus papagonis",1
"Syntype of Areus perforatus",1
"Syntype of Areus pinguis",1
"Syntype of Areus plicipennis",1
"Syntype of Areus reconditus",1
"Syntype of Areus sayi",1
"Syntype of Areus simiolus",1
"Syntype of Areus trajectus",1
"Syntype of Areus utensis",1
"Syntype of Argas brevipes",1
"Syntype of Argia translata| Voucher of Argia translata",1
"Syntype of Argia vivida var. munda| Lectotype of Argia vivida var. munda",1
"Syntype of Argulus cubensis| Voucher of Argulus cubensis",1
"Syntype? of Argynnis montinus| Figured of Brenthis montinus",1
"Syntype of Argyreus dulcis",1
"Syntype of Argyreus osculus",1
"Syntype of Argyrodes floridana",1
"Syntype of Argyrodes frontatus",1
"Syntype of Argyrodes rostratus",1
"Syntype of Ariadna mexicana",1
"Syntype of Aricia rufitibia",1
"Syntype of Aricoris aurigera",1
"Syntype of Arius brandtii",1
"Syntype of Arius kessleri",1
"Syntype of Arrenurus americanus var. major",1
"Syntype of Arrenurus compactilis",1
"Syntype of Arrenurus laticornis",1
"Syntype of Arrenurus reflexus",1
"Syntype of Artediellus pacificus",1
"Syntype of Arthemis saccata",1
"Syntype of Arthroleptis crusculum",1
"Syntype of Arthroleptis gutturosus",1
"Syntype of Arvicola breweri",1
"Syntype of Arvicola riparia longipilis| Syntype of Arvicola riparia var. longipilis",1
"Syntype of Ascaltis cerebrum| Additional Material of Ascaltis cerebrum| Syntype of Ascaltis cerebrum",1
"Syntype of Ascandra variabilis",1
"Syntype of Ascelichthys rhodorus",1
"Syntype of Ascetta clathrus| Additional Material of Ascetta clathrus",1
"Syntype of Ascetta coriacea| Additional Material of Ascetta clathrus",1
"Syntype of Ascetta primordialis| Additional Material of Ascetta primordialis",1
"Syntype of Asconema kentii",1
"Syntype of Ascorhynchus colei",1
"Syntype of Asellopsis tenax",1
"Syntype of Asellus Hoppinae",1
"Syntype of Asemonea punctata",1
"Syntype of Ashmunella danielsi",1
"Syntype of Ashmunella fissidens albicanda",1
"Syntype of Ashmunella lepiderma",1
"Syntype of Ashmunella proxima emigrans",1
"Syntype of Ashmunella thomsoniana",1
"Syntype of Asio portoricensis",1
"Syntype of Asotana formosa",1
"Syntype of Aspatharia hartmanni",1
"Syntype of Aspidodiadema arcitum",1
"Syntype of Aspidodiadema tonsum",1
"Syntype of Aspidosiphon corallicola",1
"Syntype of Aspidura guentheri| Additional Material of Aspidura guentheri",1
"Syntype of Assiminea colombeliana",1
"Syntype of Assiminea flammea",1
"Syntype of Assiminea haematina",1
"Syntype of Assiminea scalaris",1
"Syntype of Assiminea violacea",1
"Syntype of Assiminia vitiensis",1
"Syntype of Astacus advena| Voucher of Procambarus (Hagenides) advena",1
"Syntype of Astacus fossarum",1
"Syntype of Astacus gambelii connectens| Voucher of Pacifastacus connectens",1
"Syntype of Astacus latimanus| Additional Material of Cambarus (Depressicambarus) latimanus",1
"Syntype of Astacus latimanus| Voucher of Cambarus (Depressicambarus) latimanus",1
"Syntype of Astacus nigrescens fortis| Voucher of Pacifastacus fortis",1
"Syntype of Astacus pallipes italicus",1
"Syntype of Astacus troglodytes",1
"Syntype of Asterias angulosa",1
"Syntype of Asterias fascicularis",1
"Syntype of Asterias georgiana",1
"Syntype of Asterias gracilis",1
"Syntype of Asterias mollis",1
"Syntype of Asterias Tanneri",1
"Syntype of Asterina lorioli",1
"Syntype of Asterina Lymani",1
"Syntype of Asterina modesta| Paralectotype of Meridiastra modesta",1
"Syntype of Asterina oliveri",1
"Syntype of Asterina pilosa",1
"Syntype of Asterina regularis",1
"Syntype of Asteropyga denudata",1
"Syntype of Asteroschema ferox",1
"Syntype of Asteroschema glaucum",1
"Syntype of Asteroschema rubrum",1
"Syntype of Asthenosoma coriacea",1
"Syntype of Asthenosoma Grubei",1
"Syntype of Asthenosoma pellucida",1
"Syntype of Asthenothaerus (Bushia) elegans",1
"Syntype of Asthenothaerus hemphilli",1
"Syntype of Astia morosa",1
"Syntype of Astraea varia| Figured of Astraea varia",1
"Syntype of Astroceras verrucosum",1
"Syntype of Astrocharis ijimai",1
"Syntype of Astropecten alligator",1
"Syntype of Astropecten Andersoni",1
"Syntype of Astropecten benthophilus",1
"Syntype of Astropecten exiguus",1
"Syntype of Astropecten inutilis",1
"Syntype of Astropecten Michaelseni",1
"Syntype of Astropecten Sanctæ Helenæ",1
"Syntype of Astropecten sulcatus",1
"Syntype of Astrophyton australe",1
"Syntype of Astrophyton cacaoticum",1
"Syntype of Astrophyton chilense",1
"Syntype of Astrophyton panamense",1
"Syntype of Astrophyton Pourtalesii",1
"Syntype of Astur rufitorques",1
"Syntype of Astyanacinus multidens",1
"Syntype of Astyanax argentatus",1
"Syntype of Astyanax simulatus",1
"Syntype of Astyris profundi",1
"Syntype of Asymmetron macricaudatum",1
"Syntype of Asymmetron orientale",1
"Syntype of Asyndetus syntormoides",1
"Syntype of Atax abnormipes",1
"Syntype of Atax arcuata",1
"Syntype of Atax indistinctus",1
"Syntype of Atax serratus",1
"Syntype of Atax stricta",1
"Syntype of Atax tumidus",1
"Syntype of Atelecrinus balanoides| Voucher of Atelecrinus balanoides",1
"Syntype of Atella alcippe interposita",1
"Syntype of Atelurius incertus",1
"Syntype of Atemnus insularis",1
"Syntype of Atergatis rotundatus",1
"Syntype of Atherina laticeps| Holotype of Atherina laticeps",1
"Syntype of Atherina laticeps| Paratype of Atherina laticeps",1
"Syntype of Atherinopsis californiensis",1
"Syntype of Atherix braunsi",1
"Syntype of Æthusa ciliatifrons",1
"Syntype of Athyphantes plagiatus",1
"Syntype of Atopichthys esunculus",1
"Syntype of Atopichthys falcidens",1
"Syntype of Atopomyrmex mocquerysi var. australis",1
"Syntype of Atorella arcturi",1
"Syntype? of Atractosoma triaina",1
"Syntype of Atractus lehmanni",1
"Syntype of Atractus obtusirostris",1
"Syntype of Atrytone chingachgook| Lectotype of Atrytone chingachgook",1
"Syntype of Atrytone kumskaka",1
"Syntype of Atrytone mellona",1
"Syntype of Atrytone monticola",1
"Syntype of Atta (Acromyrmex) mesonotalis var. inquirens",1
"Syntype of Atta (Acromyrmex) pubescens var. decolor",1
"Syntype of Atta (Acromyrmex) subterranea var. purensis",1
"Syntype of Atta antipodum",1
"Syntype of Atta cephalotes var. integrior",1
"Syntype of Atta lutea",1
"Syntype of Atta (Moellerius) silvestrii",1
"Syntype of Atta sexdens var. robusta",1
"Syntype of Atta vigilans",1
"Syntype of Attus hoyi",1
"Syntype of Attus palustris",1
"Syntype of Attus peninsulanus",1
"Syntype of Attus quadrilineatus",1
"Syntype of Attus solaris",1
"Syntype of Atya rivalis",1
"Syntype of Atya tenella",1
"Syntype of Atyoida glabra",1
"Syntype of Auchenipterus (Pseudauchenipterus) striatulus",1
"Syntype of Auculosa tryoni",1
"Syntype of Aulacophyllum conigerum",1
"Syntype of Aulacophyllum conigerum| Lectotype of Aulacophyllum conigerum",1
"Syntype of Aulacophyllum conigerum| Paralectotype of Aulacophyllum conigerum",1
"Syntype of Aulacophyllum mutabile",1
"Syntype of Aulacophyllum mutabile| Lectotype of Aulacophyllum mutabile",1
"Syntype of Auletta dendrophora",1
"Syntype of Aulocystis frutectosa| Syntype of Drymopora frutectosa",1
"Syntype of Aulonia aurantiaca",1
"Syntype of Aulonopygus aculeatus",1
"Syntype of Aulopora edithana| Lectotype of Aulopora edithana",1
"Syntype of Aulopora edithana| Paralectotype of Aulopora edithana",1
"Syntype of Aulopora tenuis",1
"Syntype of Aulosaccus shulzei",1
"Syntype of Aurelia vitiana",1
"Syntype? of Auricula glabra",1
"Syntype of Auriculella pulchra",1
"Syntype of Austrochaperina macrorhyncha",1
"Syntype of Autolytus torquens",1
"Syntype? of Avicula fucata",1
"Syntype of Avicularia californica",1
"Syntype of Aximaea subobsoletus var. septentrionalis",1
"Syntype of Axinella mastophora",1
"Syntype of Axinella rugosa",1
"Syntype of Axiopsis longipes",1
"Syntype of Axius crista-galli",1
"Syntype of Aysha similaris",1
"Syntype of Azilia mexicana",1
"Syntype of Azorica cribrophora",1
"Syntype of Azteca alfari var. aequalis",1
"Syntype of Azteca alfari var. cecropiae",1
"Syntype of Azteca alfari var. ovaticeps",1
"Syntype of Azteca alfari var. tuberosa",1
"Syntype of Azteca alfari var. zonalis",1
"Syntype of Azteca alfaroi var. lucida",1
"Syntype of Azteca aurita pilosula",1
"Syntype of Azteca brevis",1
"Syntype of Azteca chartifex lanians| Voucher of Azteca chartifex lanians",1
"Syntype of Azteca chartifex multinida",1
"Syntype of Azteca coeruleipennis var. fasciata",1
"Syntype of Azteca duckei",1
"Syntype of Azteca duroiae",1
"Syntype of Azteca emeryi",1
"Syntype of Azteca emmae",1
"Syntype of Azteca fasciata laeta",1
"Syntype of Azteca festai mediops",1
"Syntype of Azteca festai subdentata",1
"Syntype of Azteca fiebrigi",1
"Syntype of Azteca foreli ursina",1
"Syntype of Azteca foreli xysticola",1
"Syntype of Azteca foveiceps",1
"Syntype of Azteca hypophylla",1
"Syntype of Azteca lallemandi",1
"Syntype of Azteca longiceps sapii",1
"Syntype of Azteca luederwaldti",1
"Syntype of Azteca minor",1
"Syntype of Azteca pittieri",1
"Syntype of Azteca polymorpha",1
"Syntype of Azteca schimperi",1
"Syntype of Azteca schumannii dubia",1
"Syntype of Azteca schumannii var. taediosa",1
"Syntype of Azteca tonduzi",1
"Syntype of Azteca traili tococae var. elatior",1
"Syntype of Azteca traili var. filicis",1
"Syntype of Azteca traili var. tillandsiarum",1
"Syntype of Azteca traili var. tococae",1
"Syntype of Azteca trigona mathildae",1
"Syntype of Azteca trigona mathildae var. spuria",1
"Syntype of Azteca ulei",1
"Syntype of Azteca ulei nigricornis",1
"Syntype of Azteca ulei var. cordiae",1
"Syntype of Azteca ulei var. gagatina",1
"Syntype of Azteca velox",1
"Syntype of Azteca virens",1
"Syntype of Azteca xanthochroa australis| Lectotype of Azteca xanthochroa australis",1
"Syntype of Azteca xanthochroa salti",1
"Syntype of Bactridium fryi",1
"Syntype? of Bactridium fryi",1
"Syntype of Bactronophorus subaustralis",1
"Syntype of Badister elegans",1
"Syntype of Badister flavipes",1
"Syntype of Balanophyllia floridana",1
"Syntype? of Balanophyllia floridana",1
"Syntype of Balmaceda picta",1
"Syntype of Balmaceda punctata",1
"Syntype of Bankia anechoensis",1
"Syntype of Bankia grenningi",1
"Syntype of Bankia kuronunii",1
"Syntype of Bankia pennaanseris",1
"Syntype of Bankia rosenthali",1
"Syntype of Barbus jerdoni",1
"Syntype of Barbus moulouyensis grandisquamata",1
"Syntype of Barbus thomassi",1
"Syntype of Barbus wynaadensis",1
"Syntype of Barleeia subtenuis rimata",1
"Syntype of Barynotus granulatus",1
"Syntype of Basiceros squamifer",1
"Syntype of Bassozetus nasus| Lectotype of Bassozetus nasus| Voucher of Bassozetus nasus",1
"Syntype of Bathippus sedatus",1
"Syntype of Bathyagonus nigripinnis",1
"Syntype of Bathycrinus complanatus",1
"Syntype of Bathycyathus maculatus",1
"Syntype of Bathynomus giganteus",1
"Syntype of Bathyphantes alpina",1
"Syntype of Bathyphantes angulatus",1
"Syntype of Bathyphantes complicata",1
"Syntype of Bathyphantes decorata",1
"Syntype of Bathyphantes duplicatus",1
"Syntype of Bathyphantes furcatus",1
"Syntype of Bathyphantes maculatus",1
"Syntype of Bathyphantes occidentalis",1
"Syntype of Bathyphantes pacificus",1
"Syntype of Bathyphantes theridiformis",1
"Syntype of Bathyphantes zebra",1
"Syntype of Batissa corbiculoides",1
"Syntype of Batissa insignis",1
"Syntype of Batissa triquetra",1
"Syntype of Batocrinus cassedayanus| Voucher of Batocrinus cassedayanus",1
"Syntype of Batrisus armiger",1
"Syntype of Batrisus punctatus",1
"Syntype of Batrisus simplex",1
"Syntype of Batrisus spretus",1
"Syntype of Bavayia montana",1
"Syntype of Bdella californica",1
"Syntype of Bdella cardinalis",1
"Syntype of Bdella marina",1
"Syntype of Beata magna",1
"Syntype of Bebryce cinerea",1
"Syntype of Bellota wheelerii",1
"Syntype of Belone melanochira",1
"Syntype of Belone melanochira| Holotype of Belone melanochira",1
"Syntype of Bembidium arcuatum",1
"Syntype of Bembidium versutum",1
"Syntype of Benthesicymus Bartletti| Holotype of Benthesicymus bartletti",1
"Syntype of Benthosaurus grallator",1
"Syntype of Berendtia newcombiana",1
"Syntype of Berosus punctulatus",1
"Syntype of Biantes lecithodes",1
"Syntype of Bifidaria tuba intuscostata",1
"Syntype of Bifurculapes elachistotatus",1
"Syntype of Bifurculapes laqueatus",1
"Syntype of Bifurculapes tuberculatus",1
"Syntype of Billingsastraea ingens| Syntype of Phillipsastrea ingens",1
"Syntype of Biloculina dehiscens",1
"Syntype of Bipalium interruptum",1
"Syntype of Bithynella aldrichii",1
"Syntype of Bithynia chinensis",1
"Syntype of Bithynia delavayana",1
"Syntype of Bithynia spiralis",1
"Syntype of Bithynia toucheana",1
"Syntype of Bithynia umbilicaris",1
"Syntype of Bithynia vividescens",1
"Syntype of Bittium filosum esuriens",1
"Syntype of Bittium (?) Yucatecanum",1
"Syntype of Blapstinus crassus",1
"Syntype of Blechroscelis modesta",1
"Syntype of Bleekeria gilli| Paralectotype of Bleekeria gilli",1
"Syntype of Blothrophyllum sessile",1
"Syntype of Boa constrictor isthmica",1
"Syntype of Boleichthys elegans",1
"Syntype of Boleichthys exilis",1
"Syntype of Boleichthys exilis| Syntype of Boleichthys exilis",1
"Syntype of Boleichthys whipplii",1
"Syntype of Boleichthys whipplii| Syntype of Boleichthys whipplii",1
"Syntype of Boleosoma fusiforme",1
"Syntype of Boletia granulata",1
"Syntype of Bolyphantes pacificus",1
"Syntype of Bombylius albicapillus| Lectotype of Bombylius albicapillus",1
"Syntype of Bombylius subvarius| Lectotype of Bombylius subvarius",1
"Syntype of Boreotrophon (aculeatus Watson var.?) lacunellus",1
"Syntype of Bothriomyrmex flavus",1
"Syntype of Bothriomyrmex myops",1
"Syntype of Bothriomyrmex wroughtoni",1
"Syntype of Bothriomyrmex wroughtoni dalyi",1
"Syntype of Bothrocaropsis alalonga| Lectotype of Bothrocaropsis alalonga",1
"Syntype of Bothroponera denticulata",1
"Syntype of Bothroponera lamottei",1
"Syntype of Bothroponera perroti",1
"Syntype of Bothroponera perroti admista",1
"Syntype of Bothroponera sandakana",1
"Syntype of Bothroponera silvestrii nimba",1
"Syntype of Bothynus pyriformis| Lectotype of Bothynus pyriformis",1
"Syntype of Brachyacantha querceti",1
"Syntype of Brachydesmus proximus brunneus",1
"Syntype of Brachyistius frenatus",1
"Syntype of Brachymeles bonitae",1
"Syntype of Brachymyrmex brevicornis",1
"Syntype of Brachymyrmex coactus var. degener",1
"Syntype of Brachymyrmex coactus var. robustus",1
"Syntype of Brachynotus (Heterograpsus) jouyi",1
"Syntype of Brachyopsis verrucosus",1
"Syntype of Brachypodella agnesiana",1
"Syntype of Brachypodella alba",1
"Syntype of Brachypodella alba var. striatula",1
"Syntype of Brachypodella angulifera",1
"Syntype of Brachypodella costulata",1
"Syntype of Brachypodella cumingii",1
"Syntype of Brachypodella dominicensis",1
"Syntype of Brachypodella inornata",1
"Syntype of Brachypodella nidicostata",1
"Syntype of Brachypodella salleana",1
"Syntype of Brachypodella seminuda",1
"Syntype of Brachypodella (Siphonolaemus) minuta",1
"Syntype of Brachypodella torcasiana",1
"Syntype of Brachyschendyla montana",1
"Syntype of Brada verrucosa",1
"Syntype of Braga brasiliensis",1
"Syntype of Braga cichlae",1
"Syntype of Braga nasuta",1
"Syntype of Branchiosyllis oculata",1
"Syntype of Brathinus nitidus",1
"Syntype of Bregmaceros longipes",1
"Syntype of Breviceps adspersus",1
"Syntype of Breviceps parvus",1
"Syntype of Brevoortia patronus",1
"Syntype of Brisinga variispina",1
"Syntype of Brochella monticola",1
"Syntype of Bronteus scharyi",1
"Syntype of Bronteus thysanopeltis",1
"Syntype of Bryaxis cavicornis| Lectotype of Bryaxis cavicornis",1
"Syntype of Bryaxis compar",1
"Syntype of Bryaxis divergens",1
"Syntype of Bryaxis minuta| Lectotype of Bryaxis minuta",1
"Syntype of Bryaxis puncticollis",1
"Syntype of Bryaxis sagax",1
"Syntype of Brycochandus durbini",1
"Syntype of Bryconamericus heteresthes| Voucher of Knodus heteresthes",1
"Syntype of Bryobia brevipes",1
"Syntype of Bryobia pratensis",1
"Syntype of Bryoporus flavipes",1
"Syntype of Bryttus mineopas",1
"Syntype of Bryttus signifer",1
"Syntype of Buccinum cereale",1
"Syntype of Bufo garmani| Additional Material of Bufo garmani",1
"Syntype of Bufo hemiophrys",1
"Syntype of Bufo obtusus",1
"Syntype of Bufo raddei",1
"Syntype of Bufo regularis humbensis",1
"Syntype of Bufo tagaensis",1
"Syntype of Bufo taitanus taitanus",1
"Syntype of Bufo vertebralis albiventris",1
"Syntype of Buliminidius larvatus",1
"Syntype of Buliminidius pupatus",1
"Syntype of Buliminopsis conoidius",1
