"scientificNameAuthorship","reps"
"Ulrich & Delo in Delo",39
"v Mts",39
"(Waterhouse & Lyell, 1912)",39
"(Werner, 1896)",39
"(Whitley, 1939)",39
"(Willemoës-Suhm)",39
"W. Miller, 1905",39
"(Ziegler)",39
"(A. Adams, 1850)",38
"A. Agassiz, 1880",38
"Ads., C.B.",38
"Akers",38
"Alder",38
"Anderson, 1871",38
"(Baird)",38
"Baird and Girard, 1855",38
"Banks, 1910",38
"(Bergroth)",38
"Binney, 1879",38
"Boeck, 1871",38
"Boulenger, 1906",38
"Boulenger, 1914",38
"Bown & Rose, 1976",38
"Bowsher",38
"(Bronn)",38
"Bttg.",38
"Chemnitz",38
"(Choffat)",38
"Churkin & Brabb",38
"Collett, 1904",38
"(Cope, 1889)",38
"Cushman 1921",38
"Cushman & Hobson",38
"Cuvier",38
"(Düben & Koren, 1846)",38
"(Danford and Alston, 1880)",38
"(Deshayes, 18390",38
"(Dewitz, 1879)",38
"Dickey & Van Rossem",38
"(Duchassaing & Michelotti, 1860)",38
"Edwards, 1866",38
"Eigenmann and Kennedy, 1903",38
"FALSE",38
"(Fletcher, 1898)",38
"(Fontaine)",38
"F O.P.-Cambridge, 1899",38
"Gerstaecker",38
"Gervais, 1872",38
"Gill, 1865",38
"Gill, 1879",38
"Gk",38
"Gloger, 1829",38
"(Gmelin, 1790)",38
"Godefroid & Fagerstrom",38
"Gould, 1833",38
"Griscom & Greenway, 1937",38
"(Guenée, 1852)",38
"(Guilding, 1834)",38
"Gundlach, 1858",38
"Gundlach & Peters, 1879",38
"(Hübner, [1813])",38
"Hagen 1865",38
"(Hamilton)",38
"Haniel",38
"(Harris, 1899)",38
"(Hemp.)",38
"(Hewitson, 1864)",38
"Hidalgo, 1906",38
"Horn 1868",38
"Horn, 1879",38
"Horn 1886",38
"Horn 1894",38
"Hyatt, 1889",38
"Iredale, 1915",38
"Jaeger",38
"(Jordan)",38
"KELLETT, B.",38
"Kesling",38
"(Knisch 1924)",38
"Kraepelin, 1908",38
"(Lacépède, 1800)",38
"(Lafresnaye, 1846)",38
"Lambkin & Donaldson, 1994",38
"Lea, 1863",38
"Leach, 1814 [in Leach, 1813-1814]",38
"LeConte 1860",38
"LeConte, 1866",38
"(Lembeye, 1850)",38
"Lesson, 1844",38
"(Lesueur, 1824)",38
"Licht.",38
"(Lichtenstein, 1822)",38
"Link.",38
"Loeblich & Tappan 1949",38
"Loew 1873",38
"(Mabille, 1898)",38
"Martyn, 1784",38
"(Meigen, 1829)",38
"(Meyer, 1886)",38
"(Michelotti)",38
"(Mitchell, 1815)",38
"M. R. Williams & Hay, 2001",38
"Muller & Henle",38
"(Needham)",38
"Nigrini",38
"Nuttall.",38
"(Oberholser, 1907)",38
"Owen, 1849",38
"(Pallas, 1872)",38
"(Palmer, 1937)",38
"(Pease)",38
"Pils. and Hend.",38
"Pilsbry, 1895",38
"(P. L. Sclater & Salvin, 1859)",38
"(P. L. Sclater & Salvin, 1869)",38
"Plummer & Scott",38
"Post and Quero, 1981",38
"Pr.",38
"(Prevost and Des Murs, 1846)",38
"(Provale)",38
"(Quoy and Gaimard, 1825)",38
"(Quoy & Gaimard, 1835)",38
"Recluz, 1844",38
"(Reimann)",38
"Reuss 1866",38
"Roem.",38
"Roewer, 1951",38
"(Rothschild, 1915)",38
"Say, 1816",38
"Say, 1831",38
"(Schreber, 1774)",38
"Schwartz, 1974",38
"(Sidebottom)",38
"Sloan & Van Valen, 1965",38
"(Smith, 1838)",38
"Smith, M.R., 1963",38
"(Sparrman, 1777)",38
"(Stache)",38
"Statz, 1936",38
"Steindachner, 1881",38
"Subbotina",38
"Sues",38
"Thayer et Bangs, 1909",38
"(Thomas, 1893)",38
"(Thomas, 1907)",38
"(Tindale, 1922)",38
"(Tite, 1963)",38
"Van Rossem, 1930",38
"(Vaughan, 1896)",38
"Vaughan, 1910",38
"(Verrill)",38
"(Verrill, 1883)",38
"v. Moll",38
"(Von Martens, 1824)",38
"(Waterhouse, 1900)",38
"(Webb & Bell, 1979)",38
"(Whiteaves, 1887)",38
"Wickham 1916",38
"(Wortman, 1896)",38
"(Zheng)",38
"Allen, 1895",37
"Arnold, 1920",37
"(Arrow)",37
"Aube, 1837",37
"(Audubon, 1830)",37
"(Ayres, 1854)",37
"Balzan, 1892",37
"Bangs, 1903",37
"(Banks, 1909)",37
"Banks 1917",37
"(Bechstein, 1803)",37
"Bermudez & Fuenmayor",37
"Billings, 1862",37
"Bleeker, 1852",37
"Blv.",37
"Boucek",37
"Boulenger, 1904",37
"Brady, 1970",37
"Brocchi, 1877",37
"Broderip 1835",37
"Brolemann",37
"Brot.",37
"Brown, 1934",37
"Bruch.",37
"Budde-Lund, 1885",37
"Bussing, 1965",37
"(C.B. Adams, 1851)",37
"(Chamberlin, 1919)",37
"Chambers 1872",37
"Charp",37
"(Conrad, 1860)",37
"Cramer, 1777",37
"Croneis & Thurman",37
"Cushman 1935",37
"Cuv.",37
"(Dall, 1908)",37
"Dana 1846",37
"(D'Archiac & De Verneuil)",37
"(Davidson, 1848)",37
"Deflandre",37
"de Koninck",37
"De Leon, 1961",37
"de Man",37
"(Desmarest, 1804)",37
"Diesing, 1851",37
"(Druce, 1782)",37
"Drury, [1770]",37
"Ducl.",37
"Durham, 1937",37
"(Eaton, 1832)",37
"Edwards 1872",37
"(Edwards, 1876)",37
"(Emerton, 1913)",37
"(Faxon, 1884)",37
"Fay",37
"Feldmann et al.",37
"Frech",37
"Fruhstorfer, 1896",37
"Fruhstorfer, 1902",37
"Gill, 1864",37
"Ginsburg, 1947",37
"Ginsburg, 1952",37
"(Gmelin, 1770)",37
"Godart, [1824]",37
"G. O. Sars",37
"Grübe and Oersted, 1858",37
"Gregg, 1952",37
"(Grube, 1840)",37
"(Guenther, 1864)",37
"(Guerin-Meneville)",37
"Hübner, [1818]",37
"Harris, 1896",37
"Hartlaub, 1844",37
"H.B. Brady",37
"Hemp.",37
"(Hensel, 1867)",37
"Herbst, 1803",37
"Hinds, 1845",37
"(Hollick) Wolfe",37
"Horn 1882",37
"(Hutton & Lindley) Braun",37
"(Jan, 1864)",37
"Johnson 1914",37
"Johnson & Talent",37
"Kerr, Macqueen & Sands, 1969",37
"(Klug, 1829)",37
"Lütken, 1864",37
"Lawrence, 1851",37
"Lawrence, 1867",37
"Lawrence, 1868",37
"Lazell, 1992",37
"(Leidy, 1868)",37
"(Lieberkühn, 1856)",37
"Lynch and Miyata, 1980",37
"Marsh, 1887",37
"Martin 1943",37
"(Martyn), 1788",37
"Matthew, 1901",37
"Matthew & Granger, 1921",37
"Maynard, 1896",37
"McEachran and Matheson, 1995",37
"(Meek), 1864",37
"Merriam, 1889",37
"Michaux",37
"(Middendorff,1849)",37
"(Middendorff, 1853)",37
"Miller, 1902",37
"Millett",37
"(Moore)",37
"(Nichols, 1927)",37
"(Ochsenheimer, 1808)",37
"(Peckham and Peckham, 1901)",37
"Pergande,1900",37
"(Peters, 1872)",37
"(Peters, 1873)",37
"(Pfeffer, 1896)",37
"(Pfeiffer, 1828)",37
"Pfeiffer, 1859",37
"(Pilsbry, 1892)",37
"(Pilsbry, 1921)",37
"Pilsbry & Vanatta, 1906",37
"Potbury",37
"PUNCHES, R.",37
"Ramsbottom",37
"Reeve, 1835",37
"Reeve 1843",37
"(Reeve, 1849)",37
"Rhumbler",37
"(Ruibal, 1959)",37
"Salvin & Godman, 1889",37
"(Savigny, 1826)",37
"Schaub",37
"Schilder",37
"SCHMIDT, R.",37
"Sclater, 1861",37
"Scott, 1893",37
"Sh.",37
"Sharpe, 1892",37
"Shear, 1973",37
"Smith & Kanazawa, 1989",37
"(Snider)",37
"(Squires & Goedert), 1991",37
"(Stephens, 1815)",37
"Studer",37
"(Temminck)",37
"Temminck, 1836",37
"(Temminck, 1853)",37
"Temminck et Schlegel, 1844",37
"Thomas, 1894",37
"Tschudi.",37
"Verity, 1911",37
"Vieillot, 1816",37
"Waterhouse, 1845",37
"Webster, 1879",37
"(Weeks, 1902)",37
"A. Adams, 1853",36
"(Alexander and Thomas)",36
"(Anton, 1838)",36
"Audubon, 1838",36
"(Baird, 1873)",36
"Banks 1910",36
"(Barbour and Carr, 1940)",36
"Billings, 1874",36
"(Blainville, 1818)",36
"Blake, 1991",36
"Bloch, 1789",36
"Bolli & Bermudez",36
"Bonaparte 1835",36
"(Bosc and Daudin, 1801)",36
"(Brandt)",36
"Brehm, 1831",36
"Broderip, 1834",36
"Broderip & Sowerby 1829",36
"(Brown, 1901)",36
"(Buchholz, 1874)",36
"Carpenter 1933",36
"Chambers 1878",36
"(Chickering, 1968)",36
"(Clemence, 1909)",36
"Conrad, 1831",36
"Copeland, 1964",36
"Cushman and Laiming 1931",36
"(Cushman & Laiming) 1931",36
"(Cushman & McCulloch)",36
"(Cushman & Waters)",36
"Czjzek",36
"(DeKay, 1842)",36
"Deshayes 1839",36
"Desm.",36
"Dsh",36
"(Duclos, 1840)",36
"(Dunbar & Skinner)",36
"(E. Martens, 1860)",36
"Fabricius 1793",36
"Fall 1913",36
"Férussac, 1825",36
"Ford",36
"(Ford)",36
"Fruhstorfer, 1906",36
"(Günther, 1862)",36
"(Günther, 1894)",36
"Gil",36
"(Gmelin), 1792",36
"(Gmelin, 1799)",36
"Goüan, 1770",36
"(Goldfuss, 1832)",36
"Gray in Reeve, 1849",36
"Grube, 1863",36
"(Gunther, 1867)",36
"Hall, 1894",36
"Hantken 1868",36
"(Harris, 1894)",36
"(Hartlaub, 1848)",36
"(Hector, 1875)",36
"(Heller)",36
"Helmuth",36
"Herbst",36
"Herbst, 1790",36
"(Herbst, 1798)",36
"(Hewitson, [1865])",36
"Hoerle",36
"(Horn, 1879)",36
"Horn 1890",36
"(Howell & Duncan)",36
"(Jackson, 1922)",36
"Jacoby 1905",36
"(Jan, 1860)",36
"J. C. Fabricius, 1775",36
"Jeff",36
"J.E. Gray, 1825",36
"Johnson 1916",36
"(Joubin)",36
"Kew 1914",36
"Kiener, 1834",36
"(Kuster, 1847)",36
"L. Agassiz, 1862",36
"(Lamarck, 1805)",36
"Lamarck 1810",36
"Lamk.Linimeurien Urltzingen Ives Asbon",36
"Latreille in Sonnini and Latreille, 1801",36
"Laurin",36
"(Lawrence, 1875)",36
"L.E. Couchman, 1965",36
"Lermond",36
"Levinson",36
"Linne, 1758",36
"Longoria",36
"Lyon & Casseday, 1859",36
"(Müller, 1892)",36
"Mackay, 1989",36
"Malkin",36
"(Martin, 1861)",36
"Martini",36
"Meyer and Aldrich, 1886",36
"Michaud",36
"Millidge",36
"(Milne-Edwards)",36
"Neumann",36
"(Ochsenheimer, 1816)",36
"(Olliff, 1886)",36
"Olsson & Harbison, 1953",36
"(O.P.-Cambridge, 1863)",36
"(OuStalet, 1896)",36
"Packard 1876",36
"Palisot De Beauvois, 1805",36
"Palmer, 1897",36
"P. and F.",36
"Pedder",36
"Petters",36
"Pictet",36
"(Pilsbry, 1888)",36
"(P. L. Sclater, 1862)",36
"Portlock, 1843",36
"(Potts, 1880)",36
"Pourtalès",36
"Rafinesque,",36
"Römer, 1857",36
"(Reuss) 1860",36
"(Ridgway, 1903)",36
"(Roth & Skinner)",36
"Salvadori, 1874",36
"(Sandbach, 1837)",36
"Sannemann",36
"Schnur, 1853",36
"Schultz, 1961",36
"Scudder 1878",36
"(Seebohm, 1883)",36
"Sharpe, 1891",36
"Shaw, 1790",36
"Smith 1884",36
"Smith, E.A.",36
"Sowerby, 1840",36
"Staudinger, 1886",36
"(Staudinger, 1892)",36
"Stejneger, 1906",36
"(Stimpson, 1853)",36
"(Strand, 1911)",36
"Swinhoe, 1870",36
"(Tasch)",36
"Théel, 1882",36
"Thompson et al.",36
"Tschudi, 1844",36
"(Valenciennes, 1835)",36
"Walker, 1859",36
"(Wanner, 1924)",36
"W. E. D. Scott, 1888",36
"Westrop et. al",36
"Wheeler, W.M., 1942",36
"Wieland, 1916",36
"Woods",36
"Wortman",36
"Yokoyama",36
"(Zimmerman)",36
"(A. Adams, 1851)",35
"Allmann, 1844",35
"(Angas, 1867)",35
"ANISGARD",35
"Annandale, 1909",35
"Bangs et Penard, 1920",35
"Banks 1895",35
"(Banks, 1896)",35
"Banks 1918",35
"Baur, 1893",35
"Berry, 1958",35
"Bigelow & Schroeder, 1948",35
"Bld.",35
"Blow & Bailey",35
"(Bollman, 1888)",35
"Boucot & Yochelson",35
"Braz.",35
"(Butler, 1894)",35
"(Capenter, 1864)",35
"Carico et al",35
"Casseday",35
"Caster & Brooks",35
"Chace, 1940",35
"Clark 1932",35
"Clark & Shaw",35
"Cl. & Jac.",35
"Cobban, 1951",35
"Cope, 1867",35
"Cope, 1887",35
"Coryell, Malkin",35
"Cover & Deyrup, 2004",35
"Crotch 1874",35
"(Dana, 1851)",35
"Daudin, 1800",35
"De laTorre, 1950",35
"Dietz 1894",35
"Dolin",35
"D'orb.",35
"Duclos, 1835",35
"(Edwards, 1881)",35
"Edwards, 1958",35
"(Ege, 1918)",35
"Ellis, 1940",35
"Evans 1965",35
"Eversmann, 1842",35
"Fabricius, 1781",35
"Fagerstrom",35
"(Falconer, 1868)",35
"(Ferussac, 1822)",35
"Forester et al.",35
"Fornasini",35
"Fruhstorfer 1909",35
"Garman, 1885",35
"Garr",35
"G. M. Allen, 1917",35
"Godman & Salvin, 1890",35
"Goldfuss, 1847",35
"Goldring",35
"Goodrich",35
"Gould, 1851",35
"(Guérin, 1829)",35
"Gundlach in Pfeiffer, 1858",35
"Gundlach in Pfeiffer, 1859",35
"(H. A. Pilsbry, 1900)",35
"(Hartert, 1896)",35
"Hedberg 1937",35
"Hensel, 1867",35
"(Heterick, 2006)",35
"Hutton, 1872",35
"Iredale, 1929",35
"Jensen, 1902",35
"(J.F. Gmelin, 1789)",35
"Jockusch, Yanev and Wake, 2001",35
"Johnson 1913",35
"Joy & Clark",35
"Kanazawa, 1958",35
"Kaup, 1834",35
"Kinahan, 1858",35
"Kinberg",35
"Kindle & Breger",35
"Kirk & Amsden",35
"Knowlton in Stanton & Hatcher",35
"Kornfeld",35
"(Lamarck, 1802)",35
"(Laurent, 1954)",35
"Linne, 1764",35
"Longley, 1935",35
"(Ludwig, 1875)",35
"(Mabille, 1876)",35
"Markezich, Cole, Dessauer, 1997",35
"(Marrat, 1877)",35
"McKenna, 1960",35
"Meuschen",35
"(Middendorf, 1849)",35
"Mlldff.",35
"(Molina)",35
"Monke",35
"Moore, 1963",35
"Muller & Troschel",35
"Nakabo & Hartel, 1999",35
"Olsson, 1961",35
"Ord, 1818",35
"(Osten Sacken)",35
"Pease, 1865",35
"(Peters, 1868)",35
"Pocock, 1891",35
"(Poey, 1868)",35
"Rüppell, 1838",35
"(Récluz, 1843)",35
"Rathbun, 1897",35
"Raymond, 1925",35
"(Reeve, 1859)",35
"(Reuss) 1845",35
"Rheims & Alayón, 2016",35
"Ring & Olive, 1997",35
"(Robinson & Kloss, 1919)",35
"Roeding",35
"(Ross & Sabins)",35
"Salvin, 1865",35
"(Salvin & Godman, 1880)",35
"Sandidge",35
"Say 1823",35
"Schellwien",35
"Schenck",35
"(Schlegel, 1872)",35
"(Schlegel, in (1837-1844)",35
"(Schnur)",35
"Schubert",35
"(Sowerby, 1829)",35
"(Sowerby MS, Reeve, 1847)",35
"Statz, 1943",35
"(Steindachner, 1868)",35
"Stejneger, 1893",35
"(Sulzer, 1776)",35
"Swainson.",35
"(Swartz)",35
"Taczanowski, 1884",35
"T. and H.",35
"Teeter",35
"Thomas, 1920",35
"Thomson, 1864",35
"Turner MS",35
"(Twenhofel)",35
"(Van Der Vlerk)",35
"(Verrill, 1884)",35
"(V. & S.)",35
"Waagen, 1880",35
"Walbaum, 1792",35
"Wallace, 1869",35
"Westwood, 1847",35
"Wheeler, W.M., 1922",35
"White, 1877",35
"(Wiegmann, 1837)",35
"Wing",35
"(Woodring)",35
"(Yokoyama)",35
"Zimmer, 1941",35
"Alexander 1938",34
"(Alth)",34
"(Audubon and Bachman, 1841)",34
"Baldwin, 1895",34
"Ball 1959",34
"Bangs, 1894",34
"(Bavay, 1869)",34
"Bayle",34
"(Bechstein, 1800)",34
"(Bell, 1882)",34
"Bequaert 1940",34
"(Bielz, 1856)",34
"Bloch, 1788",34
"Boardman in Boardman et al.",34
"Boeck",34
"Bohm",34
"Boucek & Prantl",34
"Brewster",34
"(Brown, 1839)",34
"(Burton,  1835)",34
"Busk",34
"(Case, 1981)",34
"C. B. Adams, 1845",34
"Ch.",34
"(Charlesworth, 1837)",34
"Clark, 1907",34
"Clench 1975",34
"Cloud & Barnes",34
"Cope, 1860",34
"(Cushman & Hanna) 1927",34
"Cushman & Hughes 1925",34
"Cushman & Stone 1947",34
"Cushman & Thomas",34
"Dall, 1884",34
"Dalm.",34
"Dautz.",34
"Day",34
"(De Koninck)",34
"(Deshayes), 1854",34
"(Dickey & Van Rossem, 1927)",34
"Dietz 1905",34
"Draparnaud",34
"E. & H.",34
"Emery, 1901",34
"Esch",34
"Fall 1928",34
"(Forel, 1885)",34
"Forel, 1904",34
"(Fox)",34
"Fraser-Brunner, 1949",34
"(Frederickson)",34
"(Fruhstorfer, 1911)",34
"(GÜNTHER, 1877)",34
"Garman",34
"Germ.",34
"(Girard, 1850)",34
"Goode & Bean, 1895",34
"(Guibé, 1974)",34
"Haeckel, 1880",34
"(Hancock, 1828)",34
"(Hargitt, 1901)",34
"(Harlton)",34
"Harris 1841",34
"Hartert, 1904",34
"Hemphill",34
"'Hemph' W.G.B.",34
"Hewitson, 1869",34
"(Hitchcock, 1865)",34
"Horowitz",34
"(Hume, 1873)",34
"Johnson, 1965",34
"K. Andersen, 1905",34
"Kiener 1834",34
"Kiener 1841",34
"Kugler, C., 1994",34
"Kummel & Steele, 1962",34
"(Lütken, 1856)",34
"Lacepede, 1798",34
"Lafert_-S_nect�re",34
"Lambe",34
"Lawrence, 1931",34
"Leclercq 1982",34
"(Leske, 1778)",34
"(Lesquereux) Axelrod",34
"Loeblich & Tappan 1971",34
"Mamay et al.",34
"Mamay & Yochelson",34
"Manchester & Kress",34
"McIntosh",34
"(Milne-Edwards, 1867)",34
"Myers, 1934",34
"(Neugeboren)",34
"Newman",34
"Oersted, 1843",34
"Olivier, 1790",34
"Ortmann, 1893",34
"Osten Sacken 1869",34
"Ostrom",34
"Pease, 1862",34
"Pettibone, 1965",34
"Platnick and Bernicker, 2014",34
"P. L. Sclater, 1858",34
"(Poey, 1861)",34
"Poliakov, 1915",34
"(Radde, 1863)",34
"Reeve, 1846",34
"Reeve 1847",34
"(Ridgway, 1882)",34
"(Roch, 1929)",34
"Roewer, 1932",34
"(Rosa, 1891)",34
"(Say, 1852)",34
"(Schubert)",34
"Shumard, 1860",34
"Shuttleworth in Poey, 1858)",34
"Simpson, 1929",34
"(Sloane, 1898)",34
"Smith, 1885",34
"(Sowerby, 1860)",34
"(Sowerby in Broderip & Sowerby, 1832)",34
"Spengler, 1783",34
"Spengler, 1792",34
"Spix & Agassiz, 1829",34
"Stahnke",34
"Statz, 1940",34
"Staudinger, 1901",34
"Stimpson, 1852",34
"Suess 1865",34
"Swinhoe, 1899",34
"Thompson 1946",34
"Tokunaga & Shimizu",34
"Torre (MS)",34
"Uhler 1876",34
"Van Den Boogaard",34
"Viosca, 1937",34
"Wheeler, W.M., 1936",34
"Whiteaves, 1880",34
"(Whitfield, 1882)",34
"A.E. Verrill & S. Smith, 1880",33
"Agassiz, 1839",33
"Allen & Lester",33
"BALLARD",33
"(Bancroft, 1836)",33
"(Bandy)",33
"(Banks, 1898)",33
"Banks 1901",33
"Banks 1906",33
"Barbour, 1925",33
"(Barrande, 1852)",33
"(Blyth, 1859)",33
"Bocage, 1866",33
"Bocage, 1896",33
"Boisduval & Le Conte, [1830]",33
"(Boulenger, 1881)",33
"Bouvier, 1905",33
"Bowditch 1909",33
"Braz",33
"Broderip 1833",33
"(Broili)",33
"Brown, 1974",33
"(Carpenter, 1856)",33
"C.B. Adams 1852",33
"C. Glibert, pers. comm. 1999",33
"Chad",33
"(Chamberlin, 1909)",33
"(Chavannes, 1850)",33
"Clench and Aguayo",33
"C. & R. Felder, 1859",33
"C. & R. Felder, 1860",33
"Crosby & Bishop, 1928",33
"(Cushman & Kleinpell) 1934",33
"Cuvier, 1798",33
"(Cuvier, 1817)",33
"Dante & Frizzell",33
"(David, 1873)",33
"(Dingle & Sprunt, 1932)",33
"Durham 1947",33
"Dyar",33
"(E. Doubleday, [1847])",33
"Edwards, 1861",33
"Effinger, 1938",33
"Ellinwood in Beall & Ellinwood",33
"(Evans & Shumard, 1879)",33
"Eversmann, 1841",33
"Fall 1932",33
"(Fixsen, 1887)",33
"Flores and Vigle, 1994",33
"Freitag 1969",33
"(Fruhstorfer, 1903)",33
"(Fruhstorfer, 1906)",33
"(Fruhstorfer, 1916)",33
"Gabb 1865",33
"Gilbert, 1898",33
"(Gilchrist and Von Bonde, 1924)",33
"(Gloger, 1833)",33
"(Goeze)",33
"(Goin, 1957)",33
"(Gould, 1845)",33
"(Gould, 1858)",33
"Gravell & Hanna",33
"Gray, 1828",33
"(Gray, [1853])",33
"(Greenwood & Gee, 1969)",33
"(Grinell, 1911)",33
"Grose-Smith, 1899",33
"(Gunther, 1877)",33
"Gutherz and Blackman, 1970",33
"Hagen, 1870",33
"Hagen 1874",33
"Harold, 1880",33
"Hedges and Conn, 2012",33
"(Herbst, 1788)",33
"(Herbst 1800)",33
"(H. Milne Edwards)",33
"Hollick & Berry",33
"Hopffer, 1855",33
"Hornibrook",33
"Hubner, 1823",33
"Illiger",33
"Inger, 1954",33
"(Jan, 1859)",33
"(Jardine, 1843)",33
"(J.B. Godart, [1824])",33
"Jordan, 1912",33
"Kew",33
"Knudsen, 1961",33
"Lalicker & McCulloch",33
"(Lamarck, 1814)",33
"(Latreille, 1798)",33
"(Lund, 1793)",33
"(Lydekker, 1879)",33
"Lynch and Hoogmoed, 1977",33
"Malloch 1920",33
"Mamay 1992",33
"(Mather)",33
"McAlpine, 1971",33
"(McKee)",33
"Merriam, 1891",33
"(Michaud, 1831)",33
"Milne-Edwards, 1865",33
"Miskin, 1889",33
"(M. Sars, 1857)",33
"(Muller & Henle)",33
"Munsey",33
"Myers, 1927",33
"(Nabokov, 1949)",33
"Nathorst",33
"Newberry, 1878",33
"Parr, 1931",33
"Parr 1937",33
"Peckham, Peckham, and Wheeler, 1889",33
"Peters, 1864",33
"Peters, 1930",33
"(Pfeffer, 1893)",33
"Phipps, 1774",33
"(Pijpers)",33
"(Plötz, 1880)",33
"(P. M. Heude, 1882)",33
"Pohl",33
"Pojeta & Gilbert-Tomlinson",33
"Poulton",33
"Rabeling & Cover, 2007",33
"(Recluz, 1842)",33
"(Redfield, 1837)",33
"(Regan, 1904)",33
"Reuss 1860",33
"Robins and Böhlke, 1959",33
"Rossm",33
"Sandberger",33
"Sch.",33
"Schilder, 1932",33
"Schilthuis 1891",33
"(Schlegel, 1871)",33
"Schm.",33
"Schmidt, 1883",33
"Schneider",33
"(Schreber, 1782)",33
"Schultze, 1866",33
"(Semper, 1868)",33
"(Sevastianov, 1802)",33
"Shaler, 1865",33
"Shi & Grant",33
"(Slater, 1897)",33
"South, 1845",33
"Sowerby, 1824",33
"Staudinger, 1897",33
"(Stearns, 1871)",33
"(Steindachner, 1879)",33
"Stokes",33
"Sun",33
"(Taczanowski, 1877)",33
"T. Brown, 1827",33
"Temminck, 1825",33
"Temminck and Schlegel, 1846",33
"(Vallantin, 1894)",33
"(Van Rossem, 1934)",33
"Weber, 1795",33
"Weed, 1893",33
"(Wilckens, 1907)",33
"(Withers)",33
"Woodhouse",33
"(Wortman)",33
"Yancey",33
"Yochelson & Bridge",33
"Young, 1908",33
"(A. Adams, 1862)",32
"(Alcock, 1890)",32
"Allen & Hannah, 1989",32
"(Audouin, 1829)",32
"Augener, 1906",32
"BALLARD, THOMAS",32
"Bangs & Noble, 1918",32
"Bermudez, 1961",32
"Billings, 1858",32
"(Bland, 1860)",32
"(Bleeker, 1852)",32
"Bleeker, 1856",32
"Bones",32
"Boulenger, 1883",32
"Boulenger, 1901",32
"(Boulenger, 1902)",32
"Boyd & Newell",32
"Brandt, 1968",32
"Brues 1922",32
"(Burmeister)",32
"Butler, 1867",32
"(Buysson)",32
"Chambers 1873",32
"Clark & Arnold",32
"Cless",32
"Collett, 1875",32
"Conrad, 1860",32
"(Cooper, 1860)",32
"Couthouy",32
"Cronin & Compton-Gooding in Poag & Watts Et Al",32
"Cushman & Applin 1926",32
"Cushman & McMasters",32
"(Dall, 1884)",32
"Dana, 1851",32
"Darlington 1971",32
"(de Costa, 1778)",32
"(DeGeer, 1778)",32
"Deichmann, 1940",32
"de Niceville, 1898",32
"Desor, 1855",32
"Deyrup & Cover, 2007",32
"(Dillwyn)",32
"(Dobson, 1880)",32
"(Doubleday, 1842)",32
"Doubleday, [1847]",32
"(Duchassaing & Michelotti, 1864)",32
"(Edmondson, 1942)",32
"Emerton, 1888",32
"Emery, 1899",32
"(Eyton, 1851)",32
"Far.",32
"Finsch, 1878",32
"(Forskal, 1775)",32
"(Fry, 1912)",32
"(Günther, 1869)",32
"(Gambel, 1848)",32
"(G. B. Sowerby I, 1828)",32
"Gertsch, 1942",32
"(Gervais in Guerin, 1835)",32
"(Godman & Salvin, [1887])",32
"Goode and Bean, 1893",32
"(Grinnell, 1902)",32
"(Grote and Robinson)",32
"(Hübner, [1807])",32
"Hübner, 1825",32
"H. Adams and A. Adams, 1857",32
"Haldeman 1847",32
"Harger",32
"Harris, 1894",32
"(Hartlaub, 1860)",32
"Hayward 1897",32
"Hemprich & Ehrenberg, 1829",32
"(Herrich-Schäffer, 1865)",32
"(Hewitson, [1863])",32
"Hewitt, 1935",32
"(Hinds, 1842)",32
"Hodson",32
"(Humbert and Saussure, 1870)",32
"(Hy. Edwards, 1864)",32
"Ireland",32
"Ishiyama, 1958",32
"Jacoby 1883",32
"(Jaeger, 1833)",32
"(J. F. Miller, 1777)",32
"Jordan, 1884",32
"(Keyserling, 1880)",32
"Kiener, 1843",32
"King and Brod.",32
"Kuhl and van Hasselt, 1822",32
"Laseron, 1958",32
"Lawr.",32
"(LeConte, 1860)",32
"Linnaeus, 1753",32
"(Linnaeus, 1758 )",32
"(Lowe, 1831)",32
"(Lowe, 1852)",32
"(Madarász, 1900)",32
"(Ménétriés, 1832)",32
"(Mörch, 1875)",32
"Marsh, 1892",32
"(Matthew, 1889)",32
"(McCook, 1881)",32
"McLachlan 1878",32
"(Meek & Hayden, 1859)",32
"Merriam in Oliver et al.",32
"Meyer, 1973",32
"(Moller, 1842)",32
"(Moore, 1877)",32
"Morton, 1833",32
"Mudge & Yochelson",32
"M. & W.",32
"Newton & Holland",32
"Nyst",32
"Oberthür, 1892",32
"(O. F. Müller, 1774)",32
"(Olfers, 1831)",32
"(Olivier, 1789)",32
"Palmer & Wilson",32
"(Pennant, 1776)",32
"Petényi, 1882",32
"Peters, 1858",32
"(Philippi, 1857)",32
"(Pompeckj)",32
"P.P. Cptr.",32
"Quenstedt",32
"(Quoy & Gaimard, 1825)",32
"Reakirt, 1865",32
"(Regan & Trewavas, 1928)",32
"Rezak",32
"(Robertson, 1958)",32
"(Robins & Robins, 1966)",32
"Rohr et al.",32
"Russell",32
"Sanders & Allen, 1973",32
"(Santschi, 1914)",32
"(Santschi, 1929)",32
"Sörensen, 1886",32
"Schimper",32
"Schinz, 1825",32
"Schmidt, 1868",32
"Schneider, 1801",32
"Secord, 2008",32
"Seeley",32
"Smith & Kanazawa, 1977",32
"Snelling, R.R. & Torres, 1998",32
"Soos, 1928",32
"(Sowerby, 1824)",32
"Stainbrook, 1947",32
"Staudinger, 1894",32
"Stejneger, 1886",32
"Stejneger, 1892",32
