"index.specificepithet","reps"
"cuneiformis",435
"mascareniensis",435
"obliquus",435
"pustulosus",435
"bairdi",434
"odontopteroides",434
"bellula",433
"clarus",433
"jordani",433
"magellanicus",433
"sitiens",433
"binneyana",432
"claibornensis",432
"cryptica",432
"stultorum",432
"wacoensis",432
"wilcoxensis",432
"biforatus",431
"perlineatum",431
"sellaeformis",431
"delicatus",430
"magnolia",430
"speleodytes",430
"taniamiensis",430
"echinata",429
"fragum",429
"fumigatus",429
"haysii",429
"siliquoidea",429
"truncatum",429
"chrysolaema",428
"interjectus",428
"puella",428
"stewarti",428
"subannulata",428
"queenslandica",427
"fontinalis",426
"fragosa",426
"gibbera",426
"magnicosta",426
"splendidus",426
"blackwelderi",425
"dimidiatus",425
"massa",425
"percarinatus",425
"sansabeanus",425
"stehlini",425
"alternatum",424
"florida",424
"galiani",424
"sabrinus",424
"anasillosus",423
"albilabris",422
"altus",422
"arthemis",422
"carcharias",422
"phlaeas",422
"ruficauda",422
"sp. indet.",422
"annulatus",421
"limbata",420
"platyumbona",420
"selwyni",419
"abbotti",418
"cestriensis",418
"undatella",417
"billingsi",416
"collinum",416
"xanthognathus",416
"aequata",415
"alumensis",415
"benoiti",415
"concavus",415
"moreanum",415
"agorus",414
"attenuatus",414
"concavum",414
"haemastoma",414
"uva",414
"globulina",413
"naviforme",413
"relictus",413
"subfasciger",413
"subplana",413
"cryptotympanum",412
"directus",412
"melancholicus",412
"termitarium",412
"andersoni",411
"desorii",410
"lecontei",410
"medialis",410
"brunneicapillus",409
"hamiltonensis",409
"leucocephala",409
"sculptilis",409
"verticalis",409
"fuscatus",408
"fuscoauratus",408
"ichikawai",408
"bibronii",407
"buckleyi",407
"cancellatus",407
"dignus",407
"gebhardi",407
"hispida",407
"luna",407
"phillipsi",407
"primus",407
"westoni",407
"amabilis",406
"columbarius",406
"endroedyi",406
"aridus",405
"kelloggi",405
"leptospermum",405
"papuensis",405
"decora",404
"eucnemis",404
"geinitzianus",404
"oniscus",404
"volitans",404
"armata",403
"asperum",403
"cooki",403
"cornutum",403
"hemionus",403
"rotundus",403
"bronni",402
"edax",402
"tyrannus",402
"frenata",401
"molossus",401
"muta",401
"niloticus",401
"permianus",401
"chloris",400
"condoni",400
"ebeninum",400
"falcata",400
"vicina",400
"waltonensis",400
"clallamensis",399
"festivus",399
"fluviatilis",399
"herodias",399
"mercatoria",399
"obscuripes",399
"durhami",398
"konecniorum",398
"arisaigense",397
"fornasini",397
"inaequistriata",397
"waynense",397
"minnesotensis",396
"nervosa",396
"ringens",396
"spirata",396
"spiratus",396
"exile",395
"scutellatus",395
"uddeni",395
"bowsheri",394
"frondosa",394
"nuciformis",394
"venustus",394
"crecca",393
"paraprima",393
"rogersi",393
"satrapa",393
"transiens",393
"regalis",392
"semireticularis",392
"triseriata",392
"acuminatus",391
"annosus",391
"antillensis",391
"atratus",391
"barabini",391
"clypeata",391
"parvum",391
"pectoralis",391
"persona",391
"protinnominatus",391
"richardii",391
"subrotunda",390
"caeruleus",389
"parallelus",389
"pilsbryi",389
"torquium",389
"arcticum",388
"sp 1",388
"troilus",388
"vagans",388
"albus",387
"ferruginea",387
"linearia",387
"equisetiformis",386
"uintensis",386
"vogdesi",386
"citrina",385
"clathrata",385
"fuscata",385
"galapagensis",385
"mediopacificensis",385
"naevia",385
"parallela",385
"rockymontani",385
"steinii",385
"tenella",385
"corsicana",384
"haetianus",384
"rosei",384
"subsulcatus",384
"bohemica",383
"flaviceps",383
"marshi",383
"smithvillensis",383
"divaricans",382
"haldermani",382
"heermanni",382
"leucotis",382
"pallescens",382
"pieckorum",382
"problematicus",382
"crassidens",381
"ficus",381
"amoena",380
"consors",380
"dekayi",380
"ligamentina",380
"marylandicus",380
"sellardsi",380
"albaria",379
"berkeleyensis",379
"canaliculatus",379
"hasta",379
"livida",379
"schencki",379
"washingtoniana",379
"crysoleucas",378
"oklahomae",378
"oryzivorus",378
"anatina",377
"fimbriatula",377
"hippocrepis",377
"limula",377
"putorius",377
"rara",377
"taeniata",377
"tridactylus",377
"emacerata",376
"littoralis",376
"macrognatha",376
"nicippe",376
"peregrinus",376
"distans",375
"osorioi",375
"angustata",374
"boyssettii",374
"carboniferum",374
"foliacea",374
"indentata",374
"portlockianus",374
"skinneri",374
"trinitatis",374
"idonea",373
"jonesi",373
"pervetus",373
"tumidifrons",373
"alarius",372
"calvertensis",372
"cushmani",372
"horridus",372
"insanus",372
"megastoma",372
"socius",372
"cinnamomeus",371
"fuscescens",371
"kaskaskiensis",371
"newelli",371
"rufifrons",371
"sp.?",371
"subglobosa",371
"bilix",370
"immaculatus",370
"patulus",370
"plicatus",370
"pulcherrima",370
"aurea",369
"bufoniformis",369
"gentryorum",369
"limosa",369
"petersoni",369
"tuberculifer",369
"cinereum",368
"crocata",368
"hobbsi",368
"incrassata",368
"lacteus",368
"nigricollis",368
"superciliaris",368
"bifrons",367
"ciliata",367
"ocalana",367
"retusa",367
"bolina",366
"callisticta",366
"cephalotes",366
"comyntas",366
"perpinguis",366
"sordidulus",366
"divaricata",365
"jeffersonius",365
"pedroana",365
"pilosum",365
"podzolica",365
"puberula",365
"carbo",364
"foerstei",364
"lisbonensis",364
"macrotis",364
"seminuda",364
"stropheodontoides",364
"crinitus",363
"emeryi",363
"grammacus",363
"guernei",363
"kueichowensis",363
"ludoviciana",363
"quinquelobus",363
"sanguinea",363
"lentiginosus",362
"phoebe",362
"productus",362
"derooyae",361
"muscosus",361
"producta",361
"rupestris",361
"woodi",361
"aperta",360
"moneta",360
"testudinalis",360
"cressonii",359
"leonardensis",359
"lepidodendroides",359
"reflexa",359
"apachensis",358
"cingulifera",358
"decemcostata",358
"manacus",358
"mansfieldi",358
"nemoralis",358
"newtoni",358
"nigritus",358
"reversa",358
"brachyrhynchos",357
"marcellus",357
"squirella",357
"velata",357
"andreae",356
"arfakiana",356
"divesta",356
"meekianum",356
"patagonica",356
"striatinum",356
"subrufa",356
"tuberilinguis",356
"viviparus",356
"christyi",355
"melanops",355
"squamosus",355
"cerasinus",354
"consimilis",354
"curvirostre",354
"interpres",354
"bicalcaratus",353
"mira",353
"nigricaudis",353
"obscuriventris",353
"octona",353
"perditus",353
"rowleyi",353
"boulengeri",352
"denticulatus",352
"dimidiata",352
"funiculata",352
"impatiens",352
"indenta",352
"leei",352
"prisca",352
"subhanieli",352
"tarandus",352
"viridiflavus",352
"dilophidus",351
"fuscigula",351
"gabbii",351
"rutila",351
"episcopus",350
"fusiformis",350
"hastata",350
"hertweckorum",350
"isabella",350
"rectus",350
"rutilus",350
"vitrea",350
"weitzmani",350
"alexandri",349
"barbata",349
"dartoni",349
"lactea",349
"plexippus",349
"tectata",349
"aestivalis",348
"commersonii",348
"curtatus",348
"martinica",348
"multilineatum",348
"papuana",348
"atrum",347
"clarkii",347
"dilectus",347
"doliatus",347
"evergladensiis",347
"ripafodiator",347
"sacculus",347
"maculilabris",346
"obtusopilosa",346
"primaeva",346
"rusticum",346
"anticostiensis",345
"clairensis",345
"histrio",345
"magnifolia",345
"onyx",345
"parilis",345
"quechua",345
"ceres",344
"knighti",344
"caballus",343
"disciformis",343
"gentilis",343
"miticulus",343
"sauridens",343
"vespertina",343
"ballensis",342
"eocaena",342
"kentuckiensis",342
"kentuckyensis",342
"limbatus",342
"novaehollandiae",342
"debilis",341
"disjunctus",341
"grus",341
"kayi",341
"pertenuis",341
"rubripes",341
"strictum",341
"venosa",341
"arborescens",340
"festinatus",340
"gutta",340
"quadrilatera",340
"recessus",340
"redmani",340
"blanda",339
"brazoensis",339
"dominus",339
"echinatum",339
"edwardsii",339
"fulvescens",339
"krauselii",339
"plebejus",339
"wellsi",339
"wetherbyi",339
"chesteri",338
"cordata",338
"cowlesi",338
"obliquatus",338
"pediculus",338
"auricula",337
"bisecta",337
"icarioides",337
"philadelphia",337
"politus",337
"rufum",337
"sculpturata",337
"adamus",336
"irus",336
"longidens",336
"notata",336
"perlamellosa",336
"stagnalis",336
"subcarinata pumilis",336
"subtruncata",336
"temminckii",336
"vernalis",336
"boettgeri",335
"clevei",335
"cognatus",335
"depilis",335
"gardnerae",335
"hesperus",335
"pentagonus",335
"porchi",335
"florifer",334
"gingivinus",334
"lamellosum",334
"macilentus",334
"undulatum",334
"brachycarpa",333
"cayenensis",333
"declivis",333
"erythrocephala",333
"filosa",333
"luetkeni",333
"lutea",333
"lutosum",333
"royalii",333
"tridactyla",333
"ulocyma",333
"validus",333
"woosteri",333
"bouchardi",332
"congenita",332
"corvus",332
"cymbula",332
"permiana",332
"saepiolus",332
"solidissima",332
"angulatum",331
"brandti",331
"hortensis",331
"phoebium",331
"cochranae",330
"contractus",330
"crassum",330
"hausmanni",330
"larvata",330
"mediotuber",330
"micula",330
"carolinianus",329
"edwardii",329
"madisonius",329
"minuscula",329
"nicholsoni",329
"nordi",329
"peruvianus",329
"velatus",329
"bellastriata",328
"colei",328
"felicis",328
"grandifolia",328
"leucurus",328
"sternbergii",328
"brookii",327
"hessensis",327
"inca",327
"kozlowskii",327
"longa",327
"lundeliusi",327
"minutilla",327
"ophryomegas",327
"perplexus",327
"randolphensis",327
"sylpha",327
"tridecemlineatus",327
"hylactor",326
"sp. a",326
"subcrassus",326
"trifidus",326
"warreni",326
"adamsii",325
"chehalisensis",325
"foreli",325
"louisvillensis",325
"maculosus",325
"mexicanum",325
"digitata",324
"hammondii",324
"himantopus",324
"humile",324
"ruricola",324
"sp 2",324
"wanneri",324
"atratum",323
"leucorhoa",323
"nebrascana",323
"nebraskensis",323
"popoagicum",323
"zena",323
"cycloptera",322
"grossa",322
"mollissima",322
"perspicillatus",322
"cordiformis",321
"deformis",321
"garrulus",321
"kingi",321
"planum",321
"squamata",321
"triquetra",321
"brachyurus",320
"fascicularis",320
"hians",320
"impar",320
"peninsulatus",320
"polaris",320
"pugilus",320
"soricina",320
"willardiana",320
"novaeseelandiae",319
"brownii",318
"chrysoptera",318
"effulgens",318
"fulvus",318
"heterodonta",318
"kaulfussi",318
"manni",318
"serpentinus",318
"brevispinosa",317
"duryi",317
"extricatum",317
"melanotos",317
"stansburiana",317
"variabile",317
"zephyrum",317
"alauda",316
"excubitor",316
"mavortium",316
"scabiosa",316
"sublaevis",316
"appressa",315
"burmai",315
"diadema",315
"hornii",315
"lepida",315
"limosus",315
"mutilus",315
"rectangulata",315
"secalicus",315
"rapae",314
"colubris",313
"hypoconus",313
"inexpectatus",313
"mizolepis",313
"squamula",313
"stehlii",313
"centrifugalis",312
"hemiplicatus",312
"lasioides",312
"melanocephala",312
"melinus",312
"oblongum",312
"sulphuratus",312
"tricuspidens",312
"velox",312
"arctoa",311
"calcarata",311
"chillonensis",311
"dealbatus",311
"fodinatus",311
"kirki",311
"nilotica",311
"plummerae",311
"sabanus",311
"tuberosa",311
"abbreviata",310
"alaskensis",310
"bauri",310
"gujanensis",310
"ovula",310
"proximus",310
"pyrum",310
"reussi",310
"virginea",310
"alcyon",309
"capito",309
"cucullata",309
"erythrocephalus",309
"hentzi",309
"siegfriedti",309
"turgidus",309
"beckii",308
"bicarinatum",308
"chamense",308
"cooperii",308
"cowlitzensis",308
"erectus",308
"porcatus",308
"sandvicensis",308
"corrugatus",307
"cossmanni",307
"firmior",307
"flabellaris",307
"ovoidea",307
"reticulatum",307
"amoenus",306
"archimedis",306
"cerina",306
"fulvovittatus",306
"mordax",306
"pratti",306
"sinuosa",306
"armigera",305
"chrysippus",305
"egmontianum",305
"macerophylla",305
"squalida",305
"sullivanti",305
"verrucosus",305
"antillana",304
"opacior",304
"palmata",304
"triplicatus",304
"vetula",304
"annulus",303
"deltoidea",303
"dieneri",303
"hectori",303
"lohri",303
"proficua",303
"wordensis",303
"hoburgensis",302
"minimum",302
"obtusirostra",302
"occipitomaculata",302
"pleurotomum",302
"purpurascens",302
"tectum",302
"tigrinum",302
"angustifolia",301
"aurantiirostris",301
"axillaris",301
"couesii",301
"hudsoni",301
"luteola",301
"multangula",301
"recluziana",301
"tumidus",301
"albida",300
"apicinum",300
"bicornis",300
"decollata",300
"elatus",300
"ephippiger",300
"leucomystax",300
"regius",300
"tenuisculpta",300
"braminus",299
"buttsi",299
"cepedianus",299
"corax",299
"cupreus",299
"glomerosa",299
"icarus",299
"melanochlorus",299
"rubica",299
"securis",299
"callosa",298
"lahontense",298
"nasicus",298
"pennatus",298
"pingue",298
"placidus",298
"purpuratus",298
"sculptus",298
"beecheri",297
"fenestrata",297
"illinoisensis",297
"incisa",297
"multilineata",297
"occulta",297
"squatarola",297
"stellatus",297
"suborneata",297
"binoei",296
"hallana",296
"ocellata",296
"pandatus",296
"reynoldsii",296
"sinclairi",296
"eos",295
"glaucon",295
"hoyi",295
"nepaholica",295
"oberholseri",295
"valliceps",295
"attenuatum",294
"bowringii",294
"carinifera",294
"harengus",294
"pyramidata",294
"acetabulum",293
"acuticosta",293
"arizonicus",293
"bulla",293
"crassissima",293
"gorbyi",293
"osa",293
"pitiayumi",293
"willcoxi",293
"alabamiensis",292
"cellulosa",292
"decorata",292
"emertoni",292
"mantelli",292
"musica",292
"nucula",292
"perdix",292
"photothorax",292
"sezekorni",292
"supralateralis",292
"swainsonii",292
"convoluta",291
"crustula",291
"momota",291
"perspectivum",291
"subis",291
"trigonalis",291
"veranyi",291
"eliasi",290
"jacarina",290
"lanceolatus",290
"leucosticta",290
"macrostoma",290
"sonomensis",290
"columba",289
"curtisi",289
"granulatum",289
"hadra",289
"infrafrenata",289
"japonicum",289
"kanabensis",289
"viator",289
"aalge",288
"acutangulus",288
"atratulus",288
"flaccidus",288
"gothlandicus",288
"latirostris",288
"lewisii",288
"montanensis",288
"nassa",288
"nucleus",288
"oceanicus",288
"pyrrhonota",288
"adspersa",287
"casertanum",287
"centroura",287
"parviceps",287
"pratensis",287
"resinosa",287
"roddyi",287
"rostratus",287
"rugatulus",287
"bicarinatus",286
"minutissima",286
"modoc",286
"oanduensis",286
"terebratula",286
"brasiliana",285
"louisianae",285
"murinus",285
"obtusus",285
"quadramaculatus",285
"scutata",285
"taeniolatus",285
"umbilicata",285
"arcanus",284
"dilatatus",284
"nearctica",284
"nipalensis",284
"nubilus",284
"opisthopterus",284
"reesidei",284
"tyri",284
"acutirostris",283
"bilabiata",283
"brevispinosus",283
"eocaenus",283
"flavifrons",283
"iconicum",283
"labrus",283
"lunatus",283
"peruanum",283
"putilla",283
"rubescens",283
"rufiventris",283
"alveata",282
"armatum",282
"coffea",282
"destructor",282
"etheridgei",282
"hemmooriensis",282
"johnstonei",282
"kfourensis",282
"laticeps",282
"linneyi",282
"philenor",282
"sagraiana",282
"tiarula",282
"bootes",281
"convexus",281
"coucha",281
"crassirostris",281
"fimbriatus",281
"hiaticula",281
"penicillata",281
"praemosa",281
"procera",281
"pustulata",281
"triangulus",281
"vincta",281
"vociferans",281
"xenodactyloides",281
"apiculatum",280
"burgessensis",280
"costulata",280
"detritinodis",280
"flammellus",280
"lucifuga",280
"minutum",280
"serpularius",280
"woodringi",280
"cecrops",279
"dactylus",279
"keenii",279
"leucocephalus",279
"megalotis",279
"reedae",279
"teguliferoides",279
"eburneum",278
"hexagona",278
"paucistriata",278
"phaeonotus",278
"roanensis",278
"rogeri",278
"steindachneri",278
"crassipalpata",277
"incile",277
"pretiosa",277
"semireticulatus",277
"tenuistriata",277
"truei",277
"erskinei",276
"lherminieri",276
"machaon",276
"macrochir",276
"pattersoni",276
"straminea",276
"willcoxii",276
"curtus",275
"flavirostris",275
"glenni",275
"guatemalensis",275
"inexpectans",275
"mediterraneum",275
"obovata",275
"cribraria",274
"fausta",274
"gingerichi",274
"mauritiana",274
"megalops",274
"melanura",274
"sayii",274
"swainsoni",274
"bogotensis",273
"constrictus",273
"devincta",273
"erecta",273
"mactropsis",273
"maricopa",273
"mccooki",273
"rubiginosus",273
"verreauxi",273
"boothi",272
"gnava",272
"holmesii",272
"iguana",272
"nitidum",272
"oreas",272
"paradoxus",272
"quadratus",272
"viopertinus",272
"bipartitus",271
"calamopora",271
"fumeus",271
"kansasense",271
"ochracea",271
"taenia",271
"testacea",271
"churchilli",270
"dithyros",270
"gambeli",270
"hamiltoniae",270
"healdi",270
"magnum",270
"milliganae",270
"mutabile",270
"nigriventris",270
"punctiventris",270
"sciophila",270
"serpens",270
"texasiana",270
"tubus",270
"antillea",269
"ciris",269
"coccinea",269
"lineolatus",269
"mengeana",269
"obtusirostre",269
"planidens",269
"prasinus",269
"pumilio",269
"varica",269
"bohemicus",268
"briareus",268
"decussatum",268
"latum",268
"steinheili",268
"subcircularis",268
"vesicularis",268
"albigula",267
"bullata",267
"caudalis",267
"exiguum",267
"leachii",267
"miltoni",267
"munsteri",267
"semipalmata",267
"sookensis",267
"stephensoni",267
"superciliosa",267
"amaryllis",266
"bahamensis",266
"colchicus",266
"drymeja",266
"floweri",266
"imbecillis",266
"leda",266
"multifasciatus",266
"adspersus",265
"bendirei",265
"cereolus",265
"gallina",265
"hodgii",265
"linki",265
"pristinus",265
"pupoides",265
"wardi",265
"alternans",264
"atacellana",264
"biserialis",264
"byramensis",264
"geoffroyi",264
"inconspicua",264
"macdonaldi",264
"metsiacus",264
"perlamellosum",264
"tampaensis",264
"wolfcampensis",264
"clavata",263
"creedensis",263
"magniporosum",263
"melanosticus",263
"nasus",263
"panderi",263
"paulsoni",263
"praecursor",263
"sulculus",263
"tegulare",263
"aurora",262
"biloba",262
"brevifrons",262
"contrarium",262
"crystallina",262
"cumingianus",262
"howei",262
"macrophthalmus",262
"neuter",262
"subangulata",262
"altum",261
"bidens",261
"carnea",261
"culcitaus",261
"fremouwensis",261
"galba",261
"gibberulus",261
"glandon",261
"obliquiloculata",261
"rectilabrum",261
"rossi",261
"sladeni",261
"trilobata",261
"andrewsii",260
"canavus",260
"cancellaria",260
"fortis",260
"glandarius",260
"josyi",260
"montgomeryi",260
"oblongatus",260
"protuberans",260
"rayus",260
"stigma",260
"subarmata",260
"wooloomgabba",260
"albicilla",259
"antiquatus",259
"gilippus",259
"nycticorax",259
"palmipes",259
"pictum",259
"zonatus",259
"alutaceus",258
"anglo-germanicum",258
"bennetti",258
"heminota",258
"interna",258
"nicholsi",258
"palankarinnicus",258
"quadrasi",258
"scutulata",258
"singula",258
"transversalis",258
"undosa",258
"albula",257
"annularis",257
"atrypoides",257
"clappi",257
"columella",257
"graciosus",257
"paludosa",257
"pelaeus",257
"planimarginata",257
"roseus",257
"rugulosa",257
"saucierae",257
"vesiculosum",257
"ye",257
"balearicum",256
"boonensis",256
"glendonensis",256
"laminata",256
"micromembrana",256
"pallipennis",256
"pfeiferensis",256
"rossignonii",256
"sprattiformis",256
"subglobosus",256
"browniana",255
"cathedralis",255
"chandleri",255
"cinnamomoides",255
"conglobatus",255
"didyma",255
"indetermined",255
"manitobensis",255
"modulatrix",255
"rupicola",255
"unicornis",255
"xanthocephalus",255
"xerophila",255
"boylii",254
"complanatus",254
"expansus",254
"gunnellus",254
"kivuensis",254
"neogagates",254
"paphia",254
"semifasciata",254
"stenodactylus",254
"wannensis",254
"catilloides",253
"cyanurus",253
"gemmosus",253
"perpilosa",253
"propinqua",253
"quadrilineatus",253
"regilla",253
"scalare",253
"bellii",252
"calcarea",252
"dichrous",252
"granosa",252
"hooglandi",252
"ilicis",252
"mauri",252
"montanaensis",252
