"genus","reps"
"Polyergus",614
"Cardiocarpus",613
"Ceratina",613
"Lichenocrinus",613
"Panopea",613
"Augochlorella",612
"Centruroides",611
"Kionoceras",611
"Phyllograptus",611
"Tiaris",611
"Vexillum",611
"Adjidaumo",610
"Cimexomys",610
"Dictyonella",610
"Patinopecten",610
"Strigilla",610
"Elaphe",609
"Caprimulgus",608
"Cordaixylon",608
"Junonia",608
"Parnassius",608
"Streptopelia",608
"Agapostemon",606
"Copecion",606
"Gibbula",606
"Modiomorpha",606
"Eatonia",605
"Mitrospermum",605
"Neocnus",605
"Plicochonetes",605
"Strophalosia",605
"CYCLOCARDIA",604
"Cyclopteris",604
"Pupa",604
"Odontopteris",603
"TAGELUS",603
"Fusconaia",601
"Bonapartia",600
"Fusulinella",600
"Girtycoelia",600
"Viburnum",600
"Nothrotheriops",599
"Platycrinites",599
"Lasiurus",598
"Photostomias",598
"Actitis",597
"Chordeiles",597
"Alcippe",596
"Cerithidea",596
"PANCHIONE",596
"Pooecetes",596
"Storeria",596
"Hyalina",595
"XENOPHORA",595
"Grus",594
"Myrmotherula",593
"Petrochelidon",593
"Plectrophenax",593
"Promytilus",593
"Hyracodon",592
"Numenius",592
"Strymon",590
"Atlantisia",589
"CHESAPECTEN",589
"SOLENOSTEIRA",589
"VOKESIMUREX",589
"Eucalyptocrinus",587
"HYOTISSA",587
"Mariopteris",587
"Boiga",586
"Callospermarion",586
"CORBULA",586
"Onniella",586
"Raja",586
"Melongena",585
"Varanus",585
"Capella",584
"Howellella",584
"Micrathena",584
"Batrachoseps",583
"Cacicus",583
"Centetodon",583
"Ereunetes",583
"Plectambonites",583
"Protohippus",583
"Viverravus",583
"Eoorthis",582
"Heptodon",582
"Myioborus",582
"PERSEPHONA",582
"Araucaria",581
"CALOTROPHON",581
"STEWARTIA",581
"Lambdotherium",580
"Mniotilta",580
"Phyllodactylus",580
"Plebejus",580
"Circus",579
"Domnina",579
"Siphonocrinus",579
"Esconites",578
"Reticulariina",578
"Symbolophorus",578
"Girtyella",577
"Lestidiops",577
"Rhynchotreta",577
"Desmodus",575
"Pterinea",575
"Albinaria",574
"Callipepla",574
"Urosalpinx",574
"ECPHORA",573
"Lonchura",573
"Pachydactylus",573
"Dromomeryx",572
"Gypsonictops",572
"Pomacea",572
"Megalagus",571
"Phoenicurus",571
"Mormolucoides",570
"Cepolis",569
"Orbulina",569
"Bairdia",568
"Cupido",568
"Lemmus",568
"Nanina",568
"Urbanus",568
"Chonetella",567
"CLYPEASTER",567
"Phelopteria",567
"Setophaga",567
"VENERICARDIA",567
"Vertigo",567
"Molossus",566
"Podomys",566
"Araneus",565
"Baiera",565
"Tentaculites",565
"CRASSINELLA",564
"Crenella",564
"Coccothraustes",563
"Notropis",563
"Resserella",563
"Uintasorex",563
"CALYPTRAEA",562
"Cassis",561
"Leptocoelia",561
"PETALOCONCHUS",561
"Calypte",560
"Glyptostrobus",560
"Rhinolophus",560
"Tetonius",560
"BARBATIA",559
"CTENOPHORASTER",559
"Cyclostoma",559
"Drassyllus",559
"Hesperia",559
"Artinska",558
"Cardiocondyla",557
"Castianeira",557
"FICUS",557
"OCYPODE",557
"Agassizocrinus",556
"Ectenocrinus",556
"Oriolus",556
"Antillophis",555
"Cristellaria",555
"Doleroides",555
"Sinum",555
"Lithobius",554
"LUCINISCA",554
"Amazona",553
"Canadia",553
"Glyptocrinus",553
"Ceratopea",552
"Psaronius",552
"PYRAZISINUS",552
"Chaetetes",551
"Perisphinctes",551
"Spilogale",551
"Anachoropteris",550
"Arthropitys",550
"Plectofrondicularia",550
"PYRUELLA",550
"Rhynchospirina",549
"Solemya",548
"Bulimus",547
"Discocyclina",547
"Siphonalia",547
"Vivipara",547
"Alsophis",546
"Amara",546
"Diparelasma",546
"MANICINA",546
"SIDERASTREA",546
"ARCOPSIS",545
"Callianassa",545
"Calotes",545
"Pseudocycloceras",545
"Scaphander",545
"TUCETONA",545
"Oxytoma",543
"Panthera",543
"Tetragraptus",543
"Euplectes",542
"Palaeostachya",542
"PANOPEA",542
"Actinemys",541
"Bothriolepis",541
"Lacuna",541
"Maurolicus",541
"Nonionella",541
"Valvata",541
"Catocala",540
"Cervus",540
"Spiroplectammina",540
"Amphispiza",539
"Gilbertsocrinus",539
"Hypsipetes",538
"Mesoscalops",538
"Ochotona",538
"Onthophagus",538
"Tetragnatha",538
"Basiliscus",537
"Microparamys",537
"Ovis",537
"Peronopora",537
"Pterostichus",537
"Centrobranchus",536
"Gallinula",536
"LITHOPHAGA",536
"Martes",536
"Ceratites",535
"Plectilospermum",535
"Leptostrophia",534
"TYPHIS",534
"Grammonota",533
"Bruclarkia",531
"Cedrelospermum",531
"Monticulipora",531
"Amphisbaena",530
"Cornulites",530
"Progne",530
"Tonna",530
"Triloculina",530
"Brachidontes",527
"Lobulia",527
"Ptychoparia",527
"Scopeloberyx",527
"Agaricocrinus",526
"Brachyprion",526
"Cadulus",526
"Mimomys",525
"OLIGOPYGUS",525
"Priscofusus",525
"Myoxocephalus",524
"Tectarius",524
"Theridion",524
"Desmostylus",523
"Melanopsis",523
"Selkirkia",523
"Catostomus",522
"Cyperites",522
"EURYTELLINA",522
"Eurytides",522
"Microceramus",522
"Petricola",522
"Pyramidella",522
"Saxidomus",522
"Scopelosaurus",522
"Atelopus",521
"Cambarus",521
"Grammysia",521
"Pluvialis",521
"Ranidella",521
"Thryomanes",521
"Cyanerpes",520
"Hexolobodon",520
"Batostoma",519
"Chrysemys",519
"Cancer",518
"Cuspidaria",518
"Dictyonema",518
"Drillia",518
"Pekinopteris",518
"Xenochelys",518
"ACTEOCINA",517
"Ctena",517
"Holaster",517
"Oreohelix",517
"Lepidocarpon",516
"Liophis",516
"Solariella",516
"Magellania",515
"Orthogeomys",515
"Prenolepis",515
"Uria",515
"Lamprophis",514
"Mesalia",513
"Tapes",513
"Vauxia",513
"Asplenium",512
"Chaetodon",512
"Hylocharis",512
"Saxicola",512
"ANOMALOCARDIA",511
"Ptilodus",511
"Alcadia",510
"Callicore",510
"Dichentomum",510
"Mictomys",510
"Mylohyus",510
"Rhus",510
"Arctodus",509
"Chloroceryle",509
"Subulina",509
"Tetraclaenodon",509
"Planaxis",508
"Pleurodema",508
"Pulchratia",508
"Pyrene",508
"Sassafras",508
"Archilochus",507
"Boophis",507
"Monosaulax",507
"Orohippus",507
"Osmunda",507
"Bythopora",506
"Mortoniceras",505
"Notiosorex",505
"Psiloteredo",504
"Atrina",503
"Strophitus",503
"Thracia",503
"Acrospirifer",502
"Cidaris",502
"Trachymyrmex",502
"Antalis",501
"Cisticola",501
"Liosotella",501
"PLEUROMERIS",501
"Aporrhais",500
"Crenulopteris",500
"Pachyramphus",500
"Periarchus",500
"Ponera",500
"Hipposideros",499
"Muscicapa",499
"TEGULA",499
"Larix",498
"Plaesiomys",498
"Spea",498
"Austinella",497
"Encope",495
"Herpetotherium",495
"Mergus",495
"Phalium",495
"Philothamnus",495
"Rhizoplagiodontia",495
"Wexfordia",495
"Cardiola",494
"Echinosphaerites",494
"Iocrinus",494
"Prosthennops",494
"Xiphactinus",494
"Deanaspis",493
"Phenacomys",493
"Batocrinus",492
"Hypolimnas",492
"Nannodectes",492
"Pediomeryx",492
"Aratinga",491
"Ceryle",491
"Goniophora",491
"Calyptosuchus",490
"Gastropoda",490
"Pagiophyllum",490
"Pleiolama",490
"Polites",490
"Turris",490
"Anser",489
"Carollia",489
"Chicoreus",488
"Crocidura",488
"Mendacella",488
"Rhizoprionodon",488
"Habia",487
"HESPERISTERNIA",487
"Scenopagus",487
"Sturnus",487
"Euceratherium",486
"Ceratobatrachus",485
"Ischnochiton",485
"Lucinoma",485
"Zachrysia",485
"Compsostrobus",484
"Lyncina",484
"Monacanthus",484
"Aethopyga",483
"Costispirifer",483
"Marpolia",483
"Poanes",483
"Rotalia",483
"Scotinella",483
"Hercosia",482
"Camarophoria",481
"Howella",481
"Retinella",481
"Hemiergis",480
"Isognomon",480
"Monodonta",480
"Podiceps",480
"Retispira",480
"Strophiops",479
"Planulina",478
"Aplocoma",477
"Celtis",477
"Crocodylus",477
"Placostylus",477
"Vallonia",477
"Astylospongia",476
"Cerithiopsis",476
"DALLOCARDIA",476
"Ensis",476
"Limnaea",476
"Oenanthe",475
"Salpinctes",475
"ABRA",474
"Acanthodes",474
"Eridophyllum",474
"Hormotoma",474
"Iguana",474
"Metacoceras",474
"Eutrephoceras",473
"Lopholatilus",473
"Viana",473
"Wilsoneumys",473
"Draco",472
"Leptodeira",472
"Munida",472
"Paleyoldia",472
"Pleurophorus",472
"Chrysoritis",471
"FASCIOLARIA",471
"Favia",471
"Glaucidium",471
"Fistulotrypa",470
"MITRELLA",470
"Aequipecten",469
"Alopecosa",469
"Linepithema",469
"Onychomys",469
"EUSPIRA",467
"Vertebraria",467
"Actinonaias",466
"AMUSIUM",466
"Bursa",466
"Dorothia",466
"Somateria",466
"Sphenacodon",466
"Diomedea",465
"Holocystites",465
"Lasiostrobus",465
"Nymphalis",465
"Xenophora",465
"Allonemobius",464
"Arenaria",464
"Dicaeum",464
"Euconospira",464
"Ichthyococcus",464
"Liospira",464
"Modiola",464
"Rhipidura",464
"Abra",463
"Cytheropteron",463
"Desquamatia",463
"Pteronotus",463
"Arctica",462
"Citharina",462
"Desmatosuchus",462
"Isorophus",462
"Lampornis",462
"Psammophis",462
"Semotilus",462
"Guttulina",461
"Helminthoglypta",461
"Coracina",460
"Diplazites",460
"Picus",460
"Rissoina",459
"Zoothera",459
"Arctozenus",458
"Bombus",458
"Bradyphyllum",458
"Pandora",458
"Buriadia",457
"Picoides",457
"Pteruchus",457
"Serpula",457
"Chelonia",456
"Cylindrodon",456
"Cytherea",456
"Incilius",456
"MILTHA",456
"Pseudoperna",456
"Syringothyris",456
"Hemitrochus",455
"Graphium",454
"Miliammina",454
"Oxyopes",454
"Cancrinella",453
"Porites",453
"Pupoides",453
"Sula",453
"Tachyphonus",453
"Anomalocardia",452
"Cladopora",452
"ILYANASSA",452
"Rhynchospira",452
"Pica",451
"Alvania",450
"Dualina",450
"Glossites",450
"Pyrocephalus",450
"Spinatrypa",450
"Cypricardinia",449
"Kallidecthes",449
"Pericrocotus",449
"Prinia",449
"Eustala",448
"OPHIURA",448
"Glossophaga",447
"Myledaphus",447
"Prasopora",447
"SINUM",447
"Astraeospongia",446
"Chriacus",446
"Ctenocephalus",446
"Stigmatella",446
"DAKOTICANCER",445
"Odontochile",445
"Scalopoides",445
"Scolopax",445
"Trivena",445
"Cedrela",444
"CERATOCONCHA",444
"Bucephala",443
"Dryocopus",443
"Parmorthis",443
"Synallaxis",443
"Taxodium",443
"Prunum",442
"Myrica",441
"Nimravides",441
"Brachymyrmex",440
"Chlosyne",440
"Hadrianus",440
"Idiacanthus",440
"Phoca",440
"Philodromus",439
"Chaetura",438
"Coelospira",438
"Hylarana",438
"Pseudophilotes",438
"Scincella",438
"Crotophaga",437
"Gnaphosa",437
"Tricolia",437
"Institella",436
"Omomys",436
"Pseudoschwagerina",436
"Strix",436
"Tabanus",436
"Ameiurus",435
"DONAX",435
"Neozaphrentis",435
"Palmatolepis",435
"Uromacer",435
"Calycopis",434
"Dendropora",434
"DISCOPORELLA",434
"Heteronympha",434
"Lophius",434
"Micromitra",434
"Molopophorus",434
"Richthofenia",434
"Crotaphytus",433
"Heterangium",433
"Hylaeus",433
"Lysandra",433
"Prunus",433
"Trapezites",433
"Athene",432
"Endothyra",432
"HELIASTER",432
"Napaeozapus",432
"PLICATORIA",432
"Rhinichthys",432
"Sidneyia",432
"Spirorbis",432
"Castoroides",431
"Champsosaurus",431
"Dendrelaphis",431
"Didelphodon",431
"Dunbarella",431
"Notophytum",431
"Paucispinifera",431
"Scapherpeton",431
"Apatemys",430
"Mesomphix",430
"Genus indet.",429
"Helicodiscus",429
"Margarites",429
"Modulus",429
"Ochrotomys",429
"RADIOLUCINA",429
"Andrena",428
"Apheliscus",428
"Bathophilus",428
"Blank",428
"Delphinus",428
"Philoponella",428
"Pullenia",428
"Vasum",428
"Acrothele",427
"Gyraulus",427
"Erosaria",426
"Operculinoides",426
"Agelenopsis",425
"Hipponix",425
"Megalaima",425
"Meliphaga",425
"Gnamptogenys",424
"Lucinisca",424
"UCA",424
"Astreptoscolex",423
"Belemnites",423
"Bulinus",423
"Clavilithes",423
"Leptotila",423
"Liorhynchus",423
"Walckenaeria",423
"Saracenaria",422
"Schizaster",422
"Dinohippus",421
"Leptotes",421
"Mangora",421
"Lemmatophora",420
"Nectophrynoides",420
"Neogastroplites",420
"Phaethornis",420
"Squalodon",420
"Thalasseus",420
"Trochomorpha",420
"Citharichthys",419
"Gallus",419
"Pachycephala",419
"Rhyncholampas",419
"Paphia",418
"PORITES",418
"ANGULUS",417
"Cryptoblastus",417
"ECHINOFULGUR",417
"Globulina",417
"Lunatia",417
"Blastoidcrinus",416
"GOULDIA",416
"Leiobunum",416
"Mesogaulus",416
"Mochlus",416
"Ptilinopus",416
"UROSALPINX",415
"Ateuchus",414
"Battus",414
"Dendrofavosites",414
"Dryophyllum",414
"Etacystis",414
"Loxonema",414
"MASSYLA",414
"MUREXIELLA",414
"Acteon",413
"Apographiocrinus",413
"Epinephelus",413
"Melanoides",413
"Nemocardium",413
"Atrypina",412
"Diglossa",412
"Leptodea",412
"Periploma",412
"Tsuga",412
"Caritodens",411
"Eoplatanus",411
"Leptogenys",411
"MELLITA",411
"Nacaduba",411
"SPISULA",411
"Trophon",411
"Umkomasia",411
"BOTHROCORBULA",410
"Camerina",410
"Emoda",410
"Metrarabdotos",410
"Thecachampsa",410
"Valcourea",410
"Yoldiella",410
"Sinopa",409
"Agnostus",408
"Dibunophyllum",408
"Lygodium",408
"Dendrobates",407
"Momotus",407
"Sarothrocrepis",407
"Miniopterus",406
"Chesapecten",405
"Coryphaena",405
"COSTOANACHIS",405
"Merops",405
"Osteoborus",405
"Distorsio",404
"Heliconius",404
"Pholidops",404
"Sapindus",404
"Columbina",403
"Melanitta",403
"Poromitra",403
"Psaltriparus",403
"Leipsanolestes",402
"MACOMA",402
"Absarokius",401
"Actinocrinites",401
"Leptognathia",401
"Musculus",401
"Trachydomia",401
"Chaerephon",400
"Lamna",400
"Macroceramus",400
"Sus",400
"Henicorhina",399
"Hystricurus",399
"MITRA",399
"Niltava",399
"Teilhardina",399
"MELANELLA",398
"Schoutedenella",398
"Liothyrella",397
"Pagetia",397
"Psilosemys",397
"SOLENASTREA",397
"Siliqua",396
"Bactridium",395
"Cordaianthus",395
"Heteroschisma",395
"Megistocrinus",395
"Siphogenerina",395
"undefinable",395
"Walchia",395
"Discus",394
"Ocenebra",394
"Paraconularia",394
"Sapindopsis",394
"Clupea",393
"Discozantaena",393
"Geochelone",393
"Promerycochoerus",393
"Rhacophyllum",393
"Sylvia",393
"Conchidium",392
"Glaphyromorphus",392
"Leonardophyllum",392
"Rhamnus",391
"Apodemus",390
"Cladodus",390
"Cyclophorus",390
"Hylophilus",390
"Paragassizocrinus",390
"Phos",390
"Rhinoclavis",390
"Triturus",390
"Meretrix",389
"Nymphalucina",389
"Pleurodonte",389
"Argyrotheca",388
"Fraxinus",388
"Phasianella",388
"Protazteca",388
"Triplesia",388
"Aplodinotus",387
"Heritschiella",387
"Icteria",387
"Opisthosiphon",387
"Peronopsis",387
"Sudis",387
"Taxidea",387
"Acrocephalus",386
"Buchia",386
"Hexagonaria",386
"Leucosticte",386
"LINDAPECTEN",386
"Octomedusa",386
"Scaphiopus",386
"Zenaidura",386
"Bachia",385
"Chonosteges",385
"Cornellites",385
"Hyas",385
"NATICA",385
"Borealosuchus",384
"Melempus",384
"Canthigaster",383
"Ctenodonta",383
"Diadophis",383
"Dumetella",383
"Prodiacodon",383
"Xylophaga",383
"Amphibolurus",382
"Ancilla",382
"Perognathoides",382
"Sciaenops",382
"Canadaspis",381
"CODAKIA",381
"Frankeina",381
"Myadestes",381
"Carya",380
"Lithophaga",380
"Papuina",380
"Spiriferellina",380
"Urocyon",380
"Agriades",379
"Aplodontia",379
"Hypisodus",379
"Laveineopteris",379
"Yohoia",379
"Anculosa",378
"Dendragapus",378
"Nerinea",378
"Notemigonus",378
"Protothaca",378
"Speotyto",378
"VEXILLUM",378
"Eupleura",377
"LITHOPOMA",377
"Macraster",377
"Orthorhynchula",377
"Pseudagnostus",377
"Trematospira",377
"Opeas",376
"Presbyornis",376
"Sequoiadendron",376
"Anchura",375
"Bythocypris",375
"Indocrassatella",375
"Protoreodon",375
"Azteca",374
"Parasciadopitys",374
"Beedeina",373
"Miohippus",373
"Oxytropidoceras",373
"ABERTELLA",372
"HARDOUINIA",372
"Pentamerella",372
"PTERORYTIS",372
"Solenodon",372
"Dimetrodon",371
"Griffithides",371
"Haemulon",371
"Manacus",371
"Polymorphina",371
"Teratornis",371
"Tilia",371
"Delima",370
"Eocoileus",370
"Phillipsia",370
"Phrynomantis",370
"Typhlops",370
"Callosciurus",369
"Chlorophthalmus",369
"Fossundecima",369
"Heterodon",369
"Iridomyrmex",369
"Peltophryne",369
"SCAPHARCA",369
"STRIOTEREBRUM",369
"Taenicephalus",369
"Acidaspis",368
"Calathium",368
"Tympanuchus",368
"Wiwaxia",368
"Holopea",367
"Chilonatalus",366
"Chlorostilbon",366
"Erophylla",366
"Mytonolagus",366
"Zalmoxis",366
"Acteocina",365
"Aculeata",365
"Apogon",365
"BRACHIDONTES",365
"Cyanocorax",365
"Eldredgeops",365
"Gregorymys",365
"Stephanospermum",365
"Amphiesma",364
"Aturia",364
"Cimolomys",364
"Eupatagus",364
"Hylocichla",364
"Micromya",364
"Orophocrinus",364
"Stylemys",364
"Trachelas",364
"Chondestes",363
"Hemiacodon",363
"Tachys",363
"Cyathotheca",362
"Didymoceras",362
"Elgaria",362
"Melanostomias",362
"Stelgidopteryx",362
"VARICORBULA",362
"Venerupis",362
"Caretta",361
"Cerastoderma",361
"Diplospinus",361
"Eugongylus",361
"Micraster",361
"Wewokella",361
"CHIONOPSIS",360
"Planetochelys",360
"Stegosaurus",360
"Synodus",360
"Arvicola",359
"Centropus",359
"Chrysopa",359
"Missisquoia",359
"Physalaemus",359
"Plagioctenodon",359
"Plethopeltis",359
"Synagrops",359
"Tristix",359
"Biomphalaria",358
"Edriocrinus",358
"Haminoea",358
"Haplotrema",358
"Indet. Lophophyllid",358
"Paralepis",358
"Spinomarginifera",358
"Stenocercus",358
"Uta",358
"Ameura",357
"Engonoceras",357
"Eucrassatella",357
"Gambusia",357
"Macropus",357
"Makaira",357
"Paludina",357
"Platycrinus",357
"Raninoides",357
"Thryptacodon",357
"Acanthina",356
"Amaltheus",356
"Amphistegina",356
"Encrinurus",356
"Gasterosteus",356
"Halictus",356
"Pelegrina",356
"Pterophyllum",356
"Rhinoceros",356
"Sinuites",356
"Wilsonella",356
"Eutropis",355
"Kassina",355
"Melanotus",355
"Thysanophora",355
"ARMIMILTHA",354
"Margeriella",354
"Amphidromus",353
"Aphronorus",353
"Bullia",353
"Lepidocolaptes",353
"Neocalamites",353
"Angulogerina",352
"Arremonops",352
"Caecum",352
"Nuculoidea",352
"Oxyaena",352
"Stictopora",352
"TEINOSTOMA",352
"Aulosteges",351
"Diceratherium",351
"Hydrophis",351
"Loxigilla",351
"Metoicoceras",351
"MODIOLUS",351
"Pseudophragmina",351
"Thalurania",351
"Llyanassa",350
"Malletia",350
"Pycnodonte",350
"RANGIA",350
"TROSSULASALPINX",350
"Agraulos",349
"Fissurina",349
"Monophyllus",349
"Ophiomys",349
"Palaeictops",349
"Syntrophopsis",349
"Cactocrinus",348
"Hybodus",348
"Indet. Rugose Coral",348
"Megatylopus",348
"Prosotas",348
"Ceramoporella",347
"CUCULLAEA",347
"Operculina",347
"Aralia",346
"Callianopsis",346
"Monetaria",346
"Periechocrinus",346
"Rusophycus",346
"CTENA",345
"Etapteris",345
"Limnodromus",345
"DIVALINGA",344
"Hyperammina",344
"Montastraea",344
"Adocus",343
"Amplexizaphrentis",343
"CHLAMYS",343
"Epicauta",343
"Peridiomys",343
"Prionotemnus",343
"Zonites",343
"Cephalotes",342
"Clavulina",342
"Cumingia",342
"Cyprimeria",342
"Dejerseya",342
"Elymnias",342
"Holcosus",342
"Perca",342
"Solenopleura",342
"Cinclus",341
"Euphemus",341
"Mionectes",341
"Nummulites",341
"Vitis",341
"Agyneta",340
"Allorisma",340
"Astacolus",340
"Candoia",340
"Clisiophyllum",340
"Gemma",340
"Hindia",340
"Homalonotus",340
"Proptera",340
"Retusa",340
"Tylosaurus",340
"Alveolites",339
"Borissiakoceras",339
"CADULUS",339
"Clanculus",339
"Lebbeus",339
"Leptictis",339
"Macropleura",339
"Nototeredo",339
"Pelomedusa",339
"Petrocrania",339
"Piaya",339
"Ptychodus",339
"SACCELLA",339
"Zlichovaspis",339
"CRASSISPIRA",338
"Desmoceras",338
"Gonocephalus",338
"Noetia",338
"Terebratalia",338
"Trematis",338
"Uniomerus",338
"VERMICULARIA",338
"Anodontia",337
"Bembexia",337
"Bembidion",337
"Caricella",337
"Dolorthoceras",337
"Platythyrea",337
"Ribes",337
"Serinus",337
"Solarium",337
"Turborotalita",337
"CALLUCINA",336
"Chasca",336
"Dorylus",336
"Fagopsis",336
"Microhyla",336
"Petaloconchus",336
"Pinctada",336
"Procambarus",336
"Anelosimus",335
"Dacnis",335
"EUVOLA",335
"Hydreionocrinus",335
"\Legume leaflet\",335
"Nycticorax",335
"Paradoxornis",335
"Petriellaea",335
"Striatolamia",335
"Crocethia",334
"Oonoceras",334
"AURINIA",333
"BITTIUM",333
"Charpentieria",333
"Cincinnetina",333
"Enoplognatha",333
"Ixobrychus",333
"Lepidocystis",333
"Moenkhausia",333
"Ptilodictya",333
"Ammobaculoides",332
"Cepaea",332
"Oolina",332
"Palaeosinopa",332
"Calyptraphorus",331
"Heterostegina",331
"Ligumia",331
"Megalomastoma",331
"PERIARCHUS",331
"Rhacophyton",331
"Tresus",331
"Vanessa",331
"Arenahippus",330
"Asterocyclina",330
"Myiozetetes",330
"Sphenophryne",330
"TELLIDORA",330
"Various taxa",330
"Brachypodella",329
"Cerapachys",329
"Chondrodactylus",329
"Cyrtia",329
"Cyrtolites",329
"Oreopeleia",329
"Yuhina",329
"Cepphus",328
"Cyrtoceras",328
"Galeodea",328
"GASTROCHAENA",328
"Gnathophis",328
"NODIPECTEN",328
"Technomyrmex",328
"Acanthoceras",327
"Aparallactus",327
"Arremon",327
"Cellana",327
"Echinaurus",327
"Freya",327
"Meliosma",327
"Nautilus",327
"Rensselaerina",327
"Salterella",327
"Shoshonius",327
"Siren",327
"Sphooceras",327
"Strobeus",327
"Acrodipsas",326
"Bunophorus",326
"Cochlodina",326
"Coledium",326
"Diplocaulus",326
"Gasteracantha",326
"OCULINA",326
"Scapanus",326
"Schellwienella",326
"Wedekindellina",326
"Aegithalos",325
"Bowmanites",325
"Capulus",325
"Cuculus",325
"ENTOBIA",325
"Meekoceras",325
"Strophocheilus",325
"Anthreptes",324
"CELLEPORARIA",324
"Macrochelys",324
"Miogypsina",324
"Odontopleura",324
"Sphenophalos",324
"Dicoelosia",323
"Ditomopyge",323
"Melanella",323
"Pitta",323
"PORTUNUS",323
"Pseudophryne",323
"Syngnathus",323
"Bulweria",322
"Cardioceras",322
"Coralliophila",322
"Eucastor",322
"Holectypus",322
"PALAEOPINNIXA",322
"Protosalvinia",322
"Truncilla",322
"Alces",321
"Allognathosuchus",321
"Bathyphantes",321
"Exocoetus",321
"Hystriciola",321
"Mastomys",321
"Menoceras",321
"PANDORA",321
"Ticholeptus",321
"Coilopoceras",320
"Cyrtocycloceras",320
"Cytherella",320
"Dolichonyx",320
"Oligopygus",320
"Pteronites",320
"Terpsiphone",320
"Cimolichthys",319
"Dizygocrinus",319
"Erieopterus",319
"Phrygilus",319
"Stenolophus",319
"TIMOCLEA",319
"Anomalosaepia",318
"Capromys",318
"HEXAPLEX",318
"Obolella",318
"PERNA",318
"Pitangus",318
"Choanopoma",317
"Cylindrella",317
"Derichthys",317
"Prunella",317
"Anthene",316
"Causus",316
"Condylura",316
"Euglandina",316
"Euvola",316
"Flabellum",316
"Otozamites",316
"Phragmoceras",316
"Triphora",316
"Asterotheca",315
"Aztlanolagus",315
"Bathysiphon",315
"Pseudoglandulina",315
"Barycholos",314
"Indotyphlops",314
"Jamides",314
"Orbitolina",314
"Plecia",314
"Pollen",314
"Pterygotus",314
"Sulcatina",314
"Limosa",313
"Phyciodes",313
"Salvelinus",313
"Tetradium",313
"Clemmys",312
"Dekayella",312
"Escharopora",312
"Glottidia",312
"HIPPOPORIDRA",312
"Leptotomus",312
"Lyropecten",312
"Protaspis",312
"Striatopora",312
"Uca",312
"Amphissa",311
"Avicula",311
"Boa",311
"CTENOCARDIA",311
"Diplomystus",311
"Laminella",311
"Margrethia",311
"Megapitaria",311
"Micrarionta",311
"Perrinites",311
"Predicrostonyx",311
"Trigoniocardia",311
"Tropidophis",311
"Aplexa",310
"Lobipes",310
"NISO",310
"Oxyclaenus",310
"Pholidostrophia",310
"Pyrgo",310
"Spindalis",310
"Ceratocephala",309
"Chiroxiphia",309
"Crossotheca",309
"Galbula",309
"Juniperus",309
"Litorina",309
"Mopalia",309
"Nostoceras",309
"Tityra",309
"Cyclammina",308
"Divaricella",308
"Hydrobia",308
"Lutra",308
"Myrophis",308
"Strobilops",308
"Urophycis",308
"Apristus",307
"Crassinella",307
"Evermannella",307
"Gillespiea",307
"Mandaloceras",307
"Merychyus",307
"Opheodrys",307
"ORTHAULAX",307
"Sphenotus",307
"Anisonchus",306
