"index.genus","reps"
"lonchura",566
"metrarabdotos",566
"molossus",566
"nanina",566
"tricolia",566
"baiera",565
"dromomeryx",565
"monoplex",565
"holaster",564
"tetragraptus",564
"uintasorex",563
"chriacus",562
"tetonius",562
"castianeira",561
"glyptostrobus",561
"mortoniceras",561
"rhinolophus",561
"tectarius",561
"calypte",560
"hesperia",560
"nodipecten",560
"araneus",559
"artinska",559
"lithopoma",559
"ovis",559
"perissodonta",559
"strophitus",559
"tentaculites",559
"ameiurus",557
"cardiocondyla",557
"hardouinia",556
"herpetotherium",556
"menida",556
"oriolus",556
"antillophis",555
"ceratopea",555
"lacerta",555
"leptocoelia",555
"pyrazisinus",555
"rhynchotreta",555
"lyncina",554
"phoenicurus",554
"amazona",553
"canadia",553
"elaphe",553
"centetodon",552
"psaronius",552
"tonna",551
"typhlops",551
"anachoropteris",550
"arthropitys",550
"spilogale",550
"subulina",549
"glyptocrinus",548
"mesoscalops",547
"mundia",547
"diparelasma",546
"orohippus",546
"spiroplectammina",546
"lacuna",545
"agaricocrinus",544
"gomphotherium",543
"onthophagus",543
"euplectes",542
"peronopora",542
"platyostoma",542
"bothriolepis",541
"notropis",541
"protographium",541
"pseudocycloceras",541
"purpura",541
"gilbertsocrinus",540
"lithobius",540
"physella",540
"basiliscus",539
"mastodon",539
"ptilodus",539
"gallinula",538
"ochotona",538
"siphonalia",538
"maurolicus",537
"microparamys",537
"strombina",537
"centrobranchus",536
"leptostrophia",536
"martes",536
"natrix",536
"cardites",535
"cervus",535
"plectilospermum",535
"philothamnus",534
"turris",534
"batostoma",533
"triloculina",533
"catostomus",531
"cedrelospermum",531
"leda",531
"catocala",530
"peucaea",530
"priscofusus",530
"progne",530
"scopeloberyx",529
"bruclarkia",528
"miltha",528
"myoxocephalus",528
"perna",528
"synodus",528
"virgulina",528
"arctica",527
"grammonota",527
"lobulia",527
"selkirkia",527
"amphisbaena",526
"phyllodactylus",526
"pseudobulweria",526
"ischnochiton",525
"ptilinopus",525
"eutrephoceras",524
"desmostylus",523
"dictyonema",523
"planulina",523
"phyllophagus",522
"scopelosaurus",522
"atelopus",521
"cletomorpha",521
"orthogeomys",521
"pluvialis",521
"saxidomus",521
"thryomanes",521
"cyanerpes",520
"hexolobodon",520
"rotalia",520
"bythopora",518
"melanopsis",518
"pekinopteris",518
"spea",518
"xenochelys",518
"eontia",517
"rhizoprionodon",517
"strobeus",517
"teinostoma",517
"tetraclaenodon",517
"thylacodes",517
"halcyon",516
"lepidocarpon",516
"notiosorex",516
"tympanuchus",516
"patagioenas",515
"prenolepis",515
"cumingia",514
"oenanthe",514
"psiloteredo",514
"resserella",514
"scapharca",514
"vauxia",513
"helminthoglypta",512
"hylocharis",512
"saxicola",512
"serpula",512
"asplenium",511
"cypselites",511
"dolorthoceras",511
"lamprophis",511
"oreohelix",511
"pleurodema",511
"dichentomum",510
"mylohyus",510
"podiceps",510
"rhus",510
"trachymyrmex",510
"chloroceryle",509
"cimolomys",509
"cristellaria",509
"guttulina",509
"brachyprion",508
"retispira",508
"sassafras",508
"archilochus",507
"cytheropteron",507
"merops",507
"monosaulax",507
"linepithema",506
"chaetodon",505
"phalium",504
"ponera",504
"chaetetes",503
"chrysemys",503
"strophiops",503
"cancer",502
"pachyramphus",502
"zachrysia",502
"cisticola",501
"uria",501
"crenulopteris",500
"strymon",500
"larix",498
"theridion",498
"actinonaias",497
"austinella",497
"iocrinus",497
"palaeostachya",497
"portunus",497
"cirrhoedia",496
"prosthennops",496
"xiphactinus",496
"leptolepis",495
"mergus",495
"muscicapa",495
"rhizoplagiodontia",495
"wexfordia",495
"echinosphaerites",494
"littoraria",494
"deanaspis",493
"phenacomys",493
"scotinella",493
"tapes",493
"carollia",492
"crocidura",492
"goniophora",492
"hydrophis",492
"hypolimnas",492
"mioheteromys",492
"pediomeryx",492
"aratinga",491
"euceratherium",491
"gemma",491
"helicella",491
"calyptosuchus",490
"distorsio",490
"pagiophyllum",490
"pleiolama",490
"polites",490
"rhamnaria",490
"angulus",489
"dakoticancer",489
"girtycoelia",489
"camerina",488
"lopholatilus",488
"biomphalaria",487
"habia",487
"munida",487
"pterorytis",487
"scenopagus",487
"euconospira",486
"astraeospongium",485
"baptemys",485
"ceratobatrachus",485
"globulina",485
"vallonia",485
"compsostrobus",484
"costispirifer",484
"gyraulus",484
"hormotoma",484
"aethopyga",483
"boophis",483
"chlorostilbon",483
"marpolia",483
"poanes",483
"hemiergis",482
"hercosia",482
"cardiola",481
"dorothia",481
"howella",481
"retinella",481
"acrospirifer",480
"alvania",480
"hipposideros",480
"myrmotherula",480
"argyrotheca",478
"paleyoldia",478
"aplocoma",477
"celtis",477
"elgaria",477
"macroceramus",477
"microceramus",477
"monacanthus",477
"ligumia",476
"raja",476
"tachyphonus",476
"pterostichus",475
"salpinctes",475
"acanthodes",474
"calopora",474
"iguana",474
"syringothyris",474
"leptodeira",473
"wilsoneumys",473
"draco",472
"magellania",472
"glaucidium",471
"spinatrypa",471
"thecla",471
"tropidurus",471
"fistulotrypa",470
"alopecosa",469
"tresus",469
"bradyphyllum",467
"liospira",467
"vertebraria",467
"clavilithes",466
"ramphotyphlops",466
"somateria",466
"sphenacodon",466
"ancilla",465
"arenaria",465
"arhopala",465
"cancrinella",465
"cimexomys",465
"lasiostrobus",465
"triphora",465
"allonemobius",464
"dicaeum",464
"ichthyococcus",464
"baldwinonus",463
"desquamatia",463
"discoporella",463
"lampornis",463
"coracina",462
"desmatosuchus",462
"holocystites",462
"isorophus",462
"limnaea",462
"miliammina",462
"periploma",462
"pyrene",462
"rhipidura",462
"semotilus",462
"abertella",461
"americardia",461
"capella",461
"psammophis",461
"pupoides",461
"atlapetes",460
"diplazites",460
"macraster",460
"phrynomantis",460
"picus",460
"toxolasma",460
"arctozenus",459
"aturia",459
"cypricardinia",459
"heliaster",459
"pseudoperna",459
"stigmatella",459
"amphistegina",458
"bombus",458
"erosaria",458
"buriadia",457
"ervilia",457
"gastrochaena",457
"glossites",457
"pteruchus",457
"citharina",456
"coccothraustes",456
"cylindrodon",456
"incilius",456
"spirorbis",456
"strix",456
"icaricia",455
"graphium",454
"micromitra",454
"oxyopes",454
"sula",453
"loxonema",452
"acaciapora",451
"chlosyne",451
"eomys",451
"eustala",451
"heliconius",451
"mangelia",451
"richthofenia",451
"dualina",450
"lichenocrinus",450
"mesomphix",450
"pyrocephalus",450
"triplesia",450
"uniomerus",450
"cedrela",449
"gnaphosa",449
"kallidecthes",449
"osmunda",449
"pericrocotus",449
"prinia",449
"richardoestesia",449
"pica",448
"glossophaga",447
"neozaphrentis",447
"odontochile",447
"bucephala",446
"ctenocephalus",446
"phaethornis",446
"tellinides",446
"tritia",446
"ceratoconcha",445
"haminoea",445
"microspermum",445
"plectatrypa",445
"scalopoides",445
"trivena",445
"acrothele",444
"merychyus",444
"parula",444
"taxodium",444
"costoanachis",443
"dryocopus",443
"leptodea",443
"synallaxis",443
"calotes",442
"napaeozapus",442
"peltophryne",442
"promytilus",442
"prunus",442
"retusa",442
"brachymyrmex",441
"craugastor",441
"cryptoblastus",441
"nimravides",441
"astacolus",440
"hadrianus",440
"myrica",440
"niso",440
"philodromus",440
"idiacanthus",439
"uromacer",439
"andrena",438
"dunbarella",438
"limaria",438
"nemocardium",438
"pseudophilotes",438
"ringicula",438
"crotophaga",437
"discus",437
"palmatolepis",437
"sidneyia",437
"chaetura",436
"margarites",436
"solecurtus",436
"alcippe",435
"champsosaurus",435
"lophius",435
"lysandra",435
"cuspidaria",434
"epinephelus",434
"heteronympha",434
"omomys",434
"paucispinifera",434
"pullenia",434
"scincella",434
"calappa",433
"didelphodon",433
"ennucula",433
"epioblasma",433
"heterangium",433
"hylaeus",433
"rhinichthys",433
"scapherpeton",433
"trapezites",433
"zoothera",433
"dendrelaphis",432
"hypsipetes",432
"philoponella",432
"valcourea",432
"apatemys",431
"cambarus",431
"caricella",431
"castoroides",431
"meretrix",431
"notophytum",431
"paphia",431
"tellidora",431
"viana",431
"acropora",430
"astrangia",430
"pleurophorus",430
"yoldiella",430
"bursa",429
"delphinus",429
"eridophyllum",429
"ochrotomys",429
"oculina",429
"thunnus",429
"trochomorpha",429
"xenicohippus",429
"bathophilus",428
"blank",428
"genus indet.",428
"petricolaria",428
"calycopis",427
"cytherea",427
"trachydomia",427
"agelenopsis",426
"dinohippus",426
"endothyra",426
"geotrygon",426
"melanoides",426
"megalaima",425
"pyramica",425
"cladopora",424
"metacoceras",424
"agnostus",423
"astreptoscolex",423
"leptotila",423
"molopophorus",423
"pachycephala",423
"phalaropus",423
"euomphales",422
"walckenaeria",422
"gnamptogenys",421
"mangora",421
"actinocrinites",420
"echinofulgur",420
"lemmatophora",420
"leptotes",420
"neogastroplites",420
"polystira",420
"thalasseus",420
"cepaea",419
"gallus",419
"opisthosiphon",419
"pseudophragmina",419
"solenastrea",419
"dryophyllum",418
"megaceryle",418
"papuina",418
"halictus",417
"loxoconcha",417
"oxytropidoceras",417
"blastoidcrinus",416
"diploglossus",416
"leiobunum",416
"mesogaulus",416
"mochlus",416
"paragassizocrinus",416
"phillipsia",416
"apographiocrinus",415
"lindapecten",415
"nannodectes",415
"battus",414
"bulinus",414
"citharichthys",414
"dendrofavosites",414
"etacystis",414
"liorhynchus",414
"sylvia",414
"leptogenys",413
"nummulites",413
"protazteca",413
"ateuchus",412
"diglossa",412
"hemitrochus",412
"seila",412
"tsuga",412
"eoplatanus",411
"leptopecten",411
"monodonta",411
"nacaduba",411
"pseudoschwagerina",411
"umkomasia",411
"lutjanus",410
"sinopa",410
"thecachampsa",409
"amaltheus",408
"atrypina",408
"glaphyromorphus",408
"lygodium",408
"onychomys",408
"pycnodonte",408
"clupea",407
"euglandina",407
"heterostegina",407
"melanitta",407
"miniopterus",407
"momotus",407
"psaltriparus",407
"sarothrocrepis",407
"siliqua",407
"aequipecten",406
"poromitra",406
"coryphaena",405
"leptognathia",405
"meliphaga",405
"saracenaria",405
"anchura",404
"sapindus",404
"tilia",403
"bythocypris",402
"callucina",402
"chaerephon",402
"leipsanolestes",402
"absarokius",401
"belemnites",401
"megistocrinus",401
"strioterebrum",401
"lamna",400
"sus",400
"thysanophora",400
"tristix",400
"coralliophila",399
"cyclophorus",399
"henicorhina",399
"turborotalita",399
"bactridium",398
"hexagonaria",398
"hystricurus",398
"pagetia",398
"teilhardina",398
"apodemus",397
"crassatellistes",397
"crotaphytus",397
"psilosemys",397
"acanthoceras",396
"planaxis",396
"leonardophyllum",395
"sapindopsis",395
"walchia",395
"hyaena",394
"micraster",394
"reticulariina",394
"discozantaena",393
"cladodus",392
"niltava",392
"nymphalucina",392
"pelegrina",392
"promerycochoerus",392
"nonionellina",391
"hylophilus",390
"ictidomys",390
"osteoborus",390
"papyridea",390
"acrocephalus",388
"anchitherium",388
"borealosuchus",388
"buchia",388
"aplodinotus",387
"campophyllum",387
"icteria",387
"nectophrynoides",387
"sudis",387
"bachia",386
"bathylagus",386
"divaricella",386
"hyas",386
"leucosticte",386
"allorisma",385
"cincinnetina",385
"helicodiscus",385
"heritschiella",385
"orthorhynchula",385
"canadaspis",384
"fraxinus",384
"haemulon",384
"heteroschisma",384
"liosotella",384
"placostylus",384
"prodiacodon",384
"sciaenops",384
"xylophaga",384
"canthigaster",383
"diadophis",383
"dumetella",383
"octomedusa",383
"orophocrinus",383
"raeta",383
"eldredgeops",382
"perognathoides",382
"pinctada",382
"puberella",382
"myadestes",381
"nerinea",381
"opeas",381
"trematospira",381
"carya",380
"desmoceras",380
"notemigonus",380
"ptychodus",380
"spiriferellina",380
"urocyon",380
"aplodontia",379
"caracara",379
"emoda",379
"erronea",379
"hypisodus",379
"laveineopteris",379
"siphogenerina",379
"yohoia",379
"ameura",378
"dicoelosia",378
"engonoceras",378
"liothyrella",378
"dendragapus",377
"amphissa",376
"bembidion",376
"glottidia",376
"presbyornis",376
"sequoiadendron",376
"acidaspis",375
"azteca",375
"galeodea",375
"indocrassatella",375
"miogypsina",375
"protoreodon",375
"borophagus",374
"chilonatalus",374
"chioneryx",374
"discodeles",374
"parasciadopitys",374
"brachypodella",373
"fissurina",373
"metoicoceras",373
"orthaulax",373
"pentamerella",373
"redfieldius",373
"rensselaeria",373
"scaphiopus",373
"wiwaxia",373
"delima",372
"solenodon",372
"cyrtodactylus",371
"dimetrodon",371
"manacus",371
"phasianella",371
"stenocercus",371
"bullia",370
"heterodon",370
"chlorophthalmus",369
"eocoileus",369
"fossundecima",369
"lissatrypa",369
"operculina",369
"taenicephalus",369
"cactocrinus",368
"calathium",368
"erophylla",367
"zalmoxis",367
"callosciurus",366
"gregorymys",366
"mytonolagus",366
"stelgidopteryx",366
"stylocellus",366
"teratornis",366
"aculeata",365
"dentimargo",365
"holopea",365
"melanotus",365
"stephanospermum",365
"stylemys",365
"aurinia",364
"celleporaria",364
"hylocichla",364
"iridomyrmex",364
"nymphalis",364
"wewokella",364
"capulus",363
"chondestes",363
"hemiacodon",363
"praticolella",363
"spinomarginifera",363
"cyathotheca",362
"eugongylus",362
"hystrivasum",362
"macropus",362
"melanostomias",362
"trachelas",362
"agyneta",361
"alveolites",361
"caretta",361
"diplospinus",361
"mactromeris",361
"pipistrellus",361
"planetochelys",361
"raninoides",361
"sconsia",361
"terebratuloidea",361
"plagioctenodon",360
"plethopeltis",360
"agraulos",359
"asterocyclina",359
"centropus",359
"erina",359
"hoploparia",359
"missisquoia",359
"synagrops",359
"beyrichia",358
"chelonoidis",358
"edriocrinus",358
"eulima",358
"procambarus",358
"thryptacodon",358
"diomedea",357
"kassina",357
"makaira",357
"pterophyllum",357
"amphidromus",356
"chrysopa",356
"cyprimeria",356
"gari",356
"macrochelys",356
"pseudagnostus",356
"bunophorus",355
"clavulina",355
"eutropis",355
"gambusia",355
"leidyosuchus",355
"leptictis",355
"paralepis",355
"arvicola",354
"asterotheca",354
"callicore",354
"encrinurus",354
"margeriella",354
"periechocrinus",354
"stictopora",354
"undefinable",354
"aphronorus",353
"bembexia",353
"ceramoporella",353
"didymoceras",353
"lepidocolaptes",353
"paludina",353
"arremonops",352
"dendropora",352
"diploria",352
"epicauta",352
"frankeina",352
"amplexizaphrentis",351
"flabellum",351
"loxigilla",351
"margaritifera",351
"nostoceras",351
"platycrinus",351
"thalurania",351
"chaetopleura",350
"gasterosteus",350
"semicassis",350
"abudefduf",349
"arbacia",349
"clanculus",349
"monophyllus",349
"ophiomys",349
"salterella",349
"syntrophopsis",349
"conchidium",348
"cyrtopleura",348
"indet. rugose coral",348
"knightites",348
"megatylopus",348
"mionectes",348
"prosotas",348
"pteropurpura",348
"pustula",348
"trematis",348
"aralia",347
"glyphostoma",347
"testudinalia",347
"clisiophyllum",346
"entobia",346
"nautilus",346
"palaeictops",346
"pheugopedius",346
"limnodromus",345
"nuculoidea",345
"rotularia",345
"adocus",344
"nodosarella",344
"nototeredo",344
"petricola",344
"strobilops",344
"callianopsis",343
"chrysoritis",343
"euphemus",343
"hindia",343
"holcosus",343
"peridiomys",343
"porthidium",343
"prionotemnus",343
"pyrgo",343
"solenopleura",343
"squamularia",343
"cellana",342
"cepphus",342
"dejerseya",342
"perca",342
"stegosaurus",342
"uta",342
"cephalotes",341
"cinclus",341
"pronotolagus",341
"rhaebo",341
"aporrhais",340
"candoia",340
"cardioceras",340
"hydreionocrinus",340
"pelomedusa",340
"tylosaurus",340
"borissiakoceras",339
"coelospira",339
"lebbeus",339
"piaya",339
"placopecten",339
"platythyrea",339
"ptychobranchus",339
"zlichovaspis",339
"agriades",338
"bela",338
"morula",338
"praomys",338
"stenotrema",338
"cyrtolites",337
"dorylus",337
"elymnias",337
"haplotrema",337
"hybodus",337
"microhyla",337
"polymorphina",337
"amphiesma",336
"armimiltha",336
"chasca",336
"clathrodrillia",336
"fagopsis",336
"neocalamites",336
"palaeosinopa",336
"dacnis",335
"habronattus",335
"\legume leaflet\",335
"meekoceras",335
"moenkhausia",335
"petriellaea",335
"vitis",335
"ammobaculoides",334
"heterophrentis",334
"holectypus",334
"oonoceras",334
"cerapachys",333
"charpentieria",333
"ereunetes",333
"fratercula",333
"mastomys",333
"megalomastoma",333
"phyllograptus",333
"tetradium",333
"enoplognatha",332
"philotes",332
"sebastes",332
"zonites",332
"aparallactus",331
"hippoporidra",331
"lepidocystis",331
"rhacophyton",331
"stylopoma",331
"anthene",330
"clavatula",330
"laurus",330
"myiozetetes",330
"obolella",330
"persicula",330
"various taxa",330
"zaphrenthis",330
"agassizia",329
"chondrodactylus",329
"chonosteges",329
"novocrania",329
"plectofrondicularia",329
"sportella",329
"urocitellus",329
"yuhina",329
"chen",328
"gnathophis",328
"odontopleura",328
"phengaris",328
"redfieldia",328
"rhamnus",328
"tabanus",328
"astyris",327
"cinnyris",327
"dizygocrinus",327
"homalonotus",327
"meliosma",327
"periglypta",327
"shoshonius",327
"siren",327
"wedekindellina",327
"cochlodina",326
"diplocaulus",326
"gasteracantha",326
"scapanus",326
"sphooceras",326
"sulcatina",326
"ticholeptus",326
"aegithalos",325
"alces",325
"bowmanites",325
"cuculus",325
"engina",325
"leucophaeus",325
"macropleura",325
"pseudophryne",325
"schellwienella",325
"trochita",325
"dendrobates",324
"ditomopyge",324
"eurhodia",324
"oolina",324
"plecia",324
"sphenophalos",324
"brachyphyllum",323
"bulweria",322
"protosalvinia",322
"salvelinus",322
"strophocheilus",322
"tachys",322
"thaumastoplax",322
"treron",322
"venerupis",322
"allognathosuchus",321
"calyptraphorus",321
"cimolichthys",321
"cyrtia",321
"francolinus",321
"hystriciola",321
"menoceras",321
"monticola",321
"cavilinga",320
"coilopoceras",320
"dolichonyx",320
"leucozonia",320
"lucidella",320
"muricida",320
"naja",320
"pteronites",320
"terpsiphone",320
"vanessa",320
"anomalosaepia",319
"apheliscus",319
"erieopterus",319
"neophricadothyris",319
"phrygilus",319
"stenolophus",319
"technomyrmex",319
"bothrocorbula",318
"cytherella",318
"derichthys",318
"exocoetus",318
"mariosousa",318
"myrmeciza",318
"ocinebrina",318
"otozamites",318
"pholidostrophia",318
"pitangus",318
"pterygotus",318
"spinocyrtia",318
"velifer",318
"acanthina",317
"candalides",317
"caritodens",317
"conocoryphe",317
"cyrtocycloceras",317
"ixobrychus",317
"prunella",317
"trophon",317
"aulocystis",316
"causus",316
"condylura",316
"crepicephalus",316
"eodalmanitina",316
"gemmula",316
"nycticorax",316
"omomyia",316
"siphonina",316
"aztlanolagus",315
"bathysiphon",315
"diceratherium",315
"escharopora",315
"griffithides",315
"perrinites",315
"barycholos",314
"dekayella",314
"malletia",314
"mandaloceras",314
"orbitolina",314
"pollen",314
"siratus",314
"trachyceras",314
"tropidophis",314
"alsophis",313
"beedeina",313
"dichocrinus",313
"lunarca",313
"oxyclaenus",313
"phyciodes",313
"amphispiza",312
"cymus",312
"limosa",312
"opheodrys",312
"protaspis",312
"ribes",312
"diplomystus",311
"galbula",311
"laminella",311
"lyria",311
"margrethia",311
"placentaceras",311
"potamides",311
"predicrostonyx",311
"sphenotus",311
"sturnus",311
"synbathocrinus",311
"elaver",310
"juniperus",310
"lobipes",310
"mopalia",310
"myrmecina",310
"spindalis",310
"chiroxiphia",309
"clinurella",309
"ctenodonta",309
"ophisops",309
"stercorarius",309
"syngnathus",309
"tityra",309
"arcestes",308
"boa",308
"catinella",308
"cyclammina",308
