"family","reps"
"Williamsoniaceae",478
"Nitidulidae",477
"Scolopocryptopidae",475
"Engonoceratidae",474
"Harpidae",473
"Ceratitidae",472
"ODONTASPIDIDAE",472
"Isocrinidae",471
"Dokimokephalidae",470
"Leptolepididae",469
"Carpolestidae",468
"Phoridae",468
"Pocilloporidae",468
"Dasyuridae",467
"Cyclopteridae",466
"Ptychaspididae",466
"Anyphaenidae",465
"Hydrophilidae",464
"Trachelidae",464
"Lophiidae",462
"Pseudolividae",461
"Tiliaceae",461
"Homalonotidae",460
"Lacunidae",458
"Nothrotheriidae",458
"Scarabidae",457
"Verneuilinidae",457
"Buriadiaceae",456
"Encrinuridae",455
"Xenophoridae",455
"OPHIURIDAE",454
"OCULINIDAE",453
"Talitridae",453
"Chlorophthalmidae",452
"Tentaculitidae",452
"Neritopsidae",451
"Zalmoxidae",451
"Aristocystitidae",450
"Astraeospongiidae",450
"Dicranograptidae",450
"Engraulididae",450
"Stylocellidae",448
"Trochamminidae",448
"Helixarionidae",447
"Perlidae",447
"Viverridae",446
"Ancylidae",445
"NESOPHONTIDAE",444
"Taeniolabididae",443
"Stagodontidae",442
"Antiphyllidae",441
"DONACIDAE",441
"Monograptidae",441
"Waagenophyllidae",441
"Gadidae",440
"Idiacanthidae",440
"Helicodiscidae",438
"Cyrtodontidae",437
"Acanthizidae",435
"Branchiostegidae",435
"Rhizangiidae",435
"Diogenidae",433
"HELIASTERIDAE",432
"Bucerotidae",430
"Chiasmodontidae",430
"NEOLAGANIDAE",430
"Oncoceratidae",430
"STRUTHIOLARIIDAE",429
"Turbinellidae",429
"Trematidae",428
"Megalomastomidae",427
"Tricoliidae",426
"Bethylidae",425
"Ogcocephalidae",425
"Syllidae",424
"Aspleniaceae",422
"Holectypidae",422
"Micrasteridae",421
"Ophiacanthidae",421
"Cionellidae",420
"Capitellidae",419
"Modulidae",419
"Cleridae",418
"Oplophoridae",418
"Scyliorhinidae",418
"GADILIDAE",417
"Icacinaceae",416
"Spongillidae",416
"Bolivinitidae",415
"SCALPELLIDAE",415
"Sigillariaceae",415
"Cheirolepidiaceae",414
"Periplomatidae",414
"Nymphaeaceae",413
"ADEONIDAE",412
"Pomatiopsidae",411
"Clavatulidae",410
"ANACORACIDAE",409
"Annonaceae",409
"PINNIDAE",409
"Uintatheriidae",409
"Comasteridae",407
"Craniopsidae",407
"Cucumariidae",407
"HYOPSODONTIDAE",407
"Palaemonidae",407
"Coryphaenidae",406
"Heterocrinidae",406
"Zoarcidae",406
"Cecidomyidae",405
"Gavelinellidae",405
"Gorgoniidae",405
"Celastraceae",404
"Pharidae",403
"Pupinidae",403
"Costispiriferidae",402
"Haplolepidae",402
"Irenidae",402
"Macroscelididae",402
"Phascolosomatidae",402
"Aetosauridae",401
"Ciconiidae",400
"ARCHAEOBALANIDAE",399
"CIDARIDAE",399
"Agraulidae",398
"NERITIDAE",398
"Verbeekiellidae",398
"Eopsaltriidae",397
"Kentriodontidae",397
"CERITHIOPSIDAE",396
"Eichwaldiidae",396
"Phycidae",396
"Recurvirostridae",396
"Coralliophilidae",395
"Dicynodontidae",395
"Keraterpetontidae",395
"Sebargasiidae",395
"ENCHODONTIDAE",394
"Eponididae",393
"Personidae",393
"Sagdidae",393
"Oleaceae",392
"Synaphobranchidae",392
"Lepidocyclinidae",391
"Leptocoeliidae",391
"Panuridae",391
"Chalicotheriidae",390
"Crabronidae",390
"Haplotrematidae",390
"Pliomeridae",390
"Rutoceratidae",390
"Thraciidae",390
"Coraciidae",389
"Trachyspiridae",389
"Phasianellidae",388
"COSTELLARIIDAE",387
"Belostomatidae",386
"Reticulariinidae",386
"Atherinopsidae",384
"Parapithecidae",382
"Mitsukurinidae",381
"Trochodendraceae",381
"Cantharidae",380
"FAUJASIIDAE",380
"Flabellidae",380
"Thysanophoridae",380
"Vaejovidae",380
"Batrachosauroididae",379
"Curimatidae",379
"Presbyornithidae",379
"Clathrodictyidae",378
"Perrinitidae",377
"Amaltheidae",376
"Chinchillidae",376
"Myrmeleontidae",376
"Galbulidae",375
"Cromyocrinidae",373
"Herpetotheriidae",373
"Solenodontidae",373
"ABERTELLIDAE",372
"Heterohelicidae",372
"MOSASAURIDAE",372
"SCHIZASTERIDAE",372
"Cirratulidae",371
"Pygopodidae",371
"Craspedophyllidae",370
"Ctenidae",370
"Acroporidae",369
"Caecidae",369
"Rotaliidae",367
"Callocystitidae",366
"Holopeidae",366
"LASAEIDAE",366
"Douvillinidae",365
"Myledaphidae",365
"PHYLLOSTOMATIDAE",365
"Hemiramphidae",364
"Stegosauridae",364
"Petasmariidae",363
"Leptotyphlopidae",362
"Amphiuridae",361
"ARCTOCYONIDAE",361
"Cytheruridae",361
"Metriophyllidae",361
"Bucaniidae",360
"Agariciidae",359
"Conocardidae",359
"CYTHERURIDAE",359
"Dolichometopidae",359
"Planetochelyidae",358
"Amphisteginidae",357
"Teratornithidae",357
"Porcellanidae",356
"Apographiocrinidae",355
"Cothurnocystidae",355
"Urocyclidae",352
"ALLOMYIDAE",351
"Assimineidae",351
"HIPPOPORIDRIDAE",351
"Mopalidae",351
"Alphadontidae",350
"Echinarachniidae",350
"NUMMULITIDAE",350
"Ophiotrichidae",350
"Tyrannosauridae",350
"CUCULLAEIDAE",349
"CYTHERIDEIDAE",349
"Dictyospongiidae",349
"Hormotomidae",349
"Cordylidae",348
"Bathyergidae",346
"Capulidae",346
"DYNOMENIDAE",346
"Entoliidae",346
"Polydesmidae",346
"Alepocephalidae",345
"Arachnophyllidae",345
"Ceratiidae",345
"HYDROBIIDAE",345
"Hippuritidae",344
"Metoposauridae",344
"Terebratellidae",344
"ACTEONIDAE",343
"Antennariidae",343
"Halliidae",343
"Stromateidae",343
"Utrechtiaceae",343
"Edestidae",342
"Parahoplitidae",342
"Saleniidae",342
"VIVIPARIDAE",342
"Bathyuridae",341
"Cinclidae",341
"Hercosiidae",340
"Leiodidae",340
"PTERIIDAE",340
"Alpheidae",339
"Anaptomorphidae",339
"Mesonychidae",339
"Pettalidae",338
"Hyrachyidae",337
"Asaphiscidae",336
"Cerylonidae",336
"Discorbidae",336
"Monomachidae",336
"Oligopygidae",336
"CARCHARHINIDAE",335
"Cymatoceratidae",335
"Edriocrinidae",335
"Nodosauridae",335
"Calappidae",334
"Hemicytheridae",334
"Strophochilidae",334
"Antedonidae",333
"Noctuidae",333
"Hamamelidaceae",332
"Amaurobiidae",331
"Lyonsiidae",331
"Drepanididae",330
"Monodontidae",330
"Beyrichiidae",329
"Marattiaceae",329
"PANDORIDAE",329
"Tetralobulidae",329
"Eleotrididae",328
"Globotruncanidae",328
"HEXAPODIDAE",328
"Miridae",328
"Tenrecidae",328
"Nerineidae",327
"Cyrtinopsidae",326
"Dicoelosiidae",326
"TEREDINIDAE",326
"Durahminidae",325
"Troosticrinidae",325
"Turrilitidae",325
"Charopidae",324
"LAPRALIELLIDAE",324
"PHIDOLOPORIDAE",324
"PHOLADIDAE",324
"Cyperaceae",323
"Propeamussidae",323
"Styginidae",323
"Arecaceae",322
"Leptolepidae",322
"Pittidae",322
"Rhinocricidae",322
"Cainotheriidae",321
"Cladoselachidae",321
"Ixodidae",321
"Missisquoiidae",320
"PHARIDAE",320
"Asellidae",319
"Bombyliidae",319
"Campophyllidae",319
"GALATHEIDAE",317
"Nettastomatidae",317
"Ceratiocarididae",316
"Cyprinodontidae",316
"Prunellidae",316
"Scyphocrinitidae",316
"Ceratodontidae",315
"Herpestidae",315
"Musophagidae",315
"Nucleocrinidae",315
"Palaeotheriidae",315
"Trichiuridae",315
"Zhelestidae",315
"Antipathidae",314
"Carapidae",314
"Coreidae",314
"Schizaeaceae",314
"Stercorariidae",314
"Oromerycidae",313
"Phalangiidae",313
"Proteoceratidae",313
"Pleurosternidae",312
"Zeilleriidae",312
"Procaviidae",311
"Pycnodontidae",311
"Wewokellidae",311
"Disphyllidae",310
"Hygromiidae",310
"Leptaenoideidae",310
"Sergestidae",310
"Theridiosomatidae",310
"UNIONIDAE",310
"Xanthonychidae",310
"Acanthochitonidae",309
"Belosaepidae",309
"Mandaloceratidae",309
"Zodariidae",309
"Bagridae",308
"Struthiolariidae",308
"Tropidophidae",308
"MUSSIDAE",307
"Dorypygidae",306
"Pinnotheridae",306
"Aulocystidae",305
"Batrachoididae",305
"Kossmaticeratidae",305
"Pandalidae",305
"Siliquariidae",305
"Neptuneidae",304
"Anthicidae",303
"CENTRARCHIDAE",303
"Janthinidae",303
"Libellulidae",303
"Paramomyidae",303
"Penaeidae",303
"Cecidomyiidae",302
"Oculinidae",302
"PROSCALOPIDAE",302
"Aplysiidae",301
"Scaphiopodidae",301
"Sinuitidae",301
"Tridacnidae",301
"Belonidae",300
"Blattellidae",300
"Onuphidae",300
"Osmeridae",300
"Stephanoceratidae",300
"Toxodontidae",300
"Bairdiidae",299
"Gerreidae",299
"Eggerellidae",298
"Kogiidae",298
"Soritidae",298
"Truncorotaloididae",298
"Dipsadidae",297
"Myricaceae",297
"Oneirodidae",297
"SAGDIDAE",297
"Theraphosidae",297
"Alveolitidae",296
"Chelodesmidae",296
"Dactyloidae",296
"Cytheridae",295
"Limacidae",295
"Montastraeidae",295
"Poteriidae",295
"Stauriidae",295
"Stricklandiidae",295
"Aulocystidae?",293
"Carettochelyidae",293
"Vanikoridae",293
"Dokimocephalidae",292
"Phaethontidae",292
"Ammodiscidae",291
"Hormosinidae",291
"Ringiculidae",291
"Diplodocidae",290
"Centrolenidae",289
"Histeridae",289
"Cyathocrinitidae",288
"Phylloceratidae",288
"Allodesmatidae",287
"Dipodidae",287
"Capitosauridae",286
"Strobilopsidae",286
"Triplesiidae",286
"Archaeohyracidae",285
"LEPTICTIDAE",285
"Pentacodontidae",285
"ANNULARIIDAE",284
"Filistatidae",284
"Meliaceae",284
"RETUSIDAE",284
"Adocidae",283
"Eoderoceratidae",283
"Liroceratidae",283
"Simuliidae",283
"Zaphrentoididae",283
"Pennospiriferinidae",282
"Vesicomyidae",282
"Alfredinidae",281
"Dimeropygidae",281
"Plexauridae",281
"Diplommatinidae",280
"Lecanopygidae",280
"Phillipsastreidae",280
"Cryptopidae",279
"Grammistidae",279
"Simaroubaceae",279
"Coenagrionidae",278
"Melyridae",278
"Octopodidae",278
"Dinornithidae",277
"Hegetotheriidae",276
"Loxonematidae",276
"Myrtaceae",276
"Neopilionidae",276
"Pisauridae",276
"? Theaceae",276
"Euphausiidae",275
"Trimerorhachidae",275
"YOLDIIDAE",275
"Epimetopidae",274
"Nyssaceae",274
"Sigilliariaceae",274
"Adoxaceae",273
"Astrolepidae",272
"Hemerobiidae",272
"Amphiumidae",271
"ARBACIIDAE",271
"Moringuidae",271
"Ophidioceratidae",271
"Tegulidae",271
"Pteridaceae",270
"Balaenidae",269
"PHYSIDAE",269
"Stramentidae",269
"Anomalinidae",268
"Ctenochelidae",268
"MITSUKURINIDAE",268
"Tryplasmatidae",268
"ACANTHODIDAE",267
"Dendrocystitidae",267
"Golfingiidae",267
"Phymosomatidae",267
"Acanthodidae",266
"Hydreionocrinidae",266
"Rhinophrynidae",266
"Buliminellidae",265
"Liocranidae",265
"Ophiactidae",265
"Xantusiidae",265
"Geophilidae",264
"PTERASPIDAE",264
"Albulidae",263
"Cidariidae",263
"Mesotheriidae",263
"Cerastuidae",262
"Merlucciidae",262
"Cercopidae",261
"Cyathaxoniidae",261
"Eurekiidae",261
"Fibulariidae",261
"Rhytididae",261
"Astacidae",260
"Typhaceae",260
"Rhinidictyidae",259
"Chilidiopsidae",258
"Orophocrinidae",258
"POLYGYRIDAE",258
"Rhadinichthyidae",258
"RISSOINIDAE",258
"Sterculiaceae",258
"Tupaiidae",258
"Xenocrinidae",258
"Dysderidae",257
"Eurylaimidae",257
"ISOGNOMONIDAE",257
"Rhizodontidae",257
"RISSOIDAE",257
"Siphogenerinoididae",257
"Toxochelyidae",257
"Apocynaceae",256
"Colubrariidae",256
"Marrellidae",256
"Miliolidae",256
"Pterygometopidae",256
"Ariommatidae",255
"LOXOCONCHIDAE",255
"Sphenophyllales",255
"Basilosauridae",254
"Cylichnidae",254
"Grossulariaceae",254
"Archescytinidae",253
"Arthrostylidae",253
"Aspidosiphonidae",252
"Chondrenchelyidae",252
"Dalatiidae",252
"Grypoceratidae",252
"Neotanaidae",252
"Phaenoschismatidae",252
"Pongidae",252
"Boraginaceae",251
"Leptoceridae",251
"Paradoxosomatidae",251
"Stilostomellidae",251
"Crangonyctidae",250
"Gammaridae",250
"GONIODROMITIDAE",250
"Dinichthyidae",249
"Euphorbiaceae",249
"Polycoeliidae",249
"Requieniidae",249
"Dikelocephalidae",248
"Eunicidae",248
"Ellipsocephalidae",247
"SERPULIDAE",247
"Vitrinellidae",247
"Xystodesmidae",247
"Echinarachnidae",246
"Gerrhosauridae",246
"Gliridae",246
"HAMINOEIDAE",246
"Jacanidae",246
"Nostoceratidae",246
"Rhinocryptidae",246
"Mormyridae",245
"Scutigeridae",245
"Stylinodontidae",245
"HIPPALIOSINIDAE",244
"Malocystitidae",244
"Pelecanidae",244
"Solariellidae",244
"Codasteridae",243
"Parajulidae",243
"Terebellidae",243
"Anobiidae",242
"Chonophyllidae",242
"Munidopsidae",242
"Ostraciidae",242
"Asthenohymenidae",241
"Echeneididae",241
"Ozawainellidae",241
"Proporidae",241
"Eurypharyngidae",240
"Hypsilophodontidae",240
"Kingenidae",240
"Mutellidae",240
"PERIPTYCHIDAE",240
"Pilargidae",240
"To be looked up",240
"Aulaceridae",239
"Hemisidae",239
"Plagiomenidae",239
"Platysteiridae",239
"Probnidae",239
"Schistoceratidae",239
"Calamopityaceae",238
"Chimaeridae",238
"Diretmidae",238
"Peripatopsidae",238
"Phalangeridae",238
"PLEURODONTIDAE",238
"Allosauridae",237
"Diacodexidae",237
"Endodontidae",237
"Margaritanidae",237
"Neolaganidae",237
"Platytroctidae",237
"Scolytidae",237
"Spinagnostidae",237
"Verticordiidae",237
"Xenacanthidae",237
"Chaloneriaceae",236
"Chernetidae",236
"Dichocrinidae",236
"Epigonidae",236
"Gonyleptidae",236
"Mecistocephalidae",236
"Mimetidae",236
"Schizodelphidae",236
"Dimerocrinitidae",235
"ASAPHIDAE",234
"Graphoceratidae",234
"Hexagonellidae",234
"Pleurostomellidae",234
"Portlockiellidae",234
"Haematopodidae",233
"Triakidae",233
"Coilopoceratidae",232
"Fungiidae",232
"Glossidae",232
"Oppeliidae",232
"ORNITHOCHEIRIDAE",232
"Orthacanthidae",232
"Ptyctodontidae",232
"Henicopidae",231
"LEPIDOSIRENIDAE",231
"Virgianidae",231
"Ascoceratidae",230
"Leiopelmatidae",230
"Melanocetidae",230
"Rhinoporidae",230
"TESTUDINIDAE",230
"Ampullinidae",229
"Labrisomidae",229
"Lygaeidae",229
"Nototanaidae",229
"MIOCLAENIDAE",228
"Synaptidae",228
"CLEIDOCHASMATIDAE",227
"Laqueidae",227
"MEMBRANIPORIDAE",227
"Pliohyracidae",227
"Scytodidae",227
"Spionidae",227
"Ellipsolagenidae",226
"Remopleurididae",226
"Trachyceratidae",226
"Arbaciidae",225
"Cryptonellidae",225
"Paradelocrinidae",225
"Curpressaceae",224
"Eryopidae",224
"HEMIASTERIDAE",224
"Nycteridae",224
"Opalinidae",224
"Pseudodiadematidae",224
"Squillidae",224
"Anisoceratidae",223
"Lamellariidae",223
"MYLAGAULIDAE",223
"Pteraspidae",223
"SCALIOLIDAE",223
"Stichaeidae",223
"Hemiscorpionidae",222
"LOVENIIDAE",222
"Salviniaceae",222
"Suberitidae",222
"Eupachycrinidae",221
"Liomopteridae",221
"Lotidae",221
"Pholidae",221
"PLESIADAPIDAE",221
"Psocidae",221
"Remizidae",221
"Haplophragmoididaei",220
"Noctilionidae",220
"Aspidorhynchidae",219
"Faujasiidae",219
"Nucleolitidae",219
"Loveniidae",218
"Phoenicopteridae",218
"ALCIDAE",217
"Endothyridae",217
"Naticopsidae",217
"Saukiidae",217
"Amphinomidae",216
"Amynodontidae",216
"Anchisauripodidae",216
"Anisograptidae",216
"Leucosiidae",216
"Nimravidae",216
"Camarasauridae",215
"Chilostomellidae",215
"CRETOXYRHINIDAE",215
"MEANDRINIDAE",215
"POCILLOPORIDAE",215
"Subulitidae",215
"Thaerocytheridae",215
"TRIMERORHACHIDAE",215
"Turdidae",215
"ANGUIDAE",214
"Orthonemidae",214
"Arcestidae",213
"Bartheliaceae",213
"Mullidae",213
"Proteidae",213
"Coelacanthidae",212
"Paraparchitidae",212
"Siderastreidae",212
"Asterolepidae",211
"Branchinectidae",211
"Neogoveidae",210
"Ricinoididae",210
"Stenoporidae",210
"Aturiidae",209
"CIMOLICHTHYIDAE",209
"Goneplacidae",209
"Paraonidae",209
"Selaginellaceae",209
"Artamidae",208
"Glossiphoniidae",208
"Ormoceratidae",208
"Phrynosomatidae",208
"Archaeopteridaceae",207
"Cynoglossidae",207
"Hyaenidae",207
"Palaechinidae",207
"Punctidae",207
"Brachiospongiidae",206
"Douvilleiceratidae",206
"Erythrinidae",206
"Hylobatidae",206
"Philinidae",206
"Dennstaedtiaceae",205
"Monopleuridae",205
"Peramelidae",205
"Peripatidae",205
"Thucydiaceae",205
"Vitidaceae",205
"Acrosaleniidae",204
"CLUPEIDAE",204
"Cupulocrinidae",204
"Cystiscidae",204
"Gleicheniaceae",204
"Rhabdomesidae",204
"Scutellidae",204
"Zamiaceae",204
"Bithyniidae",203
"PACHYRHIZODONTIDAE",203
"Potamonidae",203
"Redlichiidae",203
"Cyclanthariidae",202
"Lytoceratidae",202
"Primnoidae",202
"TRIPHORIDAE",202
"Urocordylidae",202
"Caprifoliaceae",201
"Cydnidae",201
"Dreissenidae",201
"Theaceae",201
"Hemicidaridae",200
"PACHYCORMIDAE",200
"Squatinidae",200
"Allagecrinidae",199
"Hyolithidae",199
"Leiostegiidae",199
"Ophiodermatidae",199
"PETRICOLIDAE",199
"Rhyparochromidae",199
"Bactritidae",198
"Harpetidae",198
"Lumbrineridae",198
"Priacanthidae",198
"Ziphiidae",198
"Euphoberiidae",197
"Protorthidae",197
"Rauisuchidae",197
"Segestriidae",197
"Stringocephalidae",197
"Tchegemithyrididae",197
"Albanerpetontidae",196
"Mobulidae",196
"Ogygopsidae",196
"Pseudomelatomidae",196
"CARPILIIDAE",195
"Erpobdellidae",195
"Hydrocharitaceae",195
"ISOCRINIDAE",195
"Panorpidae",195
"Petromyzontidae",195
"Phalacridae",195
"PLACUNIDAE",195
"Ptychagnostidae",195
"Stomechinidae",195
"ACTINOLEPIDAE",194
"Brachythyrididae",194
"Conulidae",194
"Cyclolobidae",194
"Iniidae",194
"Pachydiscidae",194
"Pseudidae",194
"Tricrepicephalidae",194
"AGARICIIDAE",193
"Incertae sedis",193
"Maluridae",193
"Botryocrinidae",192
"Camerellidae",192
"Clypeidae",192
"LIOTIIDAE",192
"Tropitidae",192
"Ctenacanthidae",191
"Fursenkoinidae",191
"GONIASTERIDAE",191
"Iguanodontidae",191
"Labechiidae",191
"Opisthoproctidae",191
"SPORTELLIDAE",191
"Caprinidae",190
"Deltopectinidae",190
"Platanistidae",190
"UROCOPTIDAE",190
"Bugulidae",189
"SMITTINIDAE",189
"Traversodontidae",189
"Troodontidae",189
"Turnicidae",189
"Cyrtolitidae",188
"Cytherideidae",188
"Hippocastanaceae",188
"Laganidae",188
"Ptychodontidae",188
"Osteolepidae",187
"Pselaphidae",187
"Actiniidae",186
"Coliidae",186
"Melocrinitidae",186
"Reteocrinidae",186
"Loridae",185
"Stichopodidae",184
"Taxaceae",184
"XANTHIDAE",184
"Callionymidae",183
"Discoglossidae",183
"Macridae",183
"Sabellidae",183
"Tancrediidae",183
"APLODONTIDAE",182
"Chenopodiaceae",182
"Megadesmidae",182
"Polyporidae",182
"RANELLIDAE",182
"Rhizomyidae",182
"Terebrataliidae",182
"Calloporidae",181
"Cyzicidae",181
"Dendrocrinidae",181
"Glareolidae",181
"Lampyridae",181
"PLANAXIDAE",181
"SALENIIDAE",181
"Taxocrinidae",181
"Upupidae",181
"Xenodiscidae",181
"Alleculidae",180
"Cannabaceae",180
"Florentiamyidae",180
"Megadermatidae",180
"Phyllophoridae",180
"Pygocephalidae",180
"Yoldidae",180
"Loliginidae",179
"Lysorophidae",179
"Moronidae",179
"Termitidae",179
"ACROPORIDAE",178
"Astropectinidae",178
"Caproidae",178
"Gastrochaenidae",178
"Plesiosoricidae",178
"Sphincterochilidae",178
"Syringostromatidae",178
"ZAPODIDAE",178
"Buchiidae",177
"Popanoceratidae",177
"Sicariidae",177
"Staffellidae",177
"Anomalocrinidae",176
"Anoplogastridae",176
"Bothriuridae",176
"Dipteridae",176
"Goniophyllidae",176
"HEMICYTHERIDAE",176
"Pseudoparrellidae",176
"Rhipiceridae",176
"Dryolestidae",175
"Helodermatidae",175
"Lahillidae",175
"Coccosteidae",174
"Culicidae",174
"Synbathocrinidae",174
"Cyclopygidae",173
"CYPRINODONTIDAE",173
"Lebiasinidae",173
"Meleagrididae",173
"Shastasauridae",173
"Nephtyidae",172
"Polymixiidae",172
"Hamitidae",171
"Medlicottiidae",171
"Parthenopidae",171
"PSAMMOBIIDAE",171
"Psychodidae",171
"Apionidae",170
"Cyclamminidae",170
"Cytherellidae",170
"Dactylioceratidae",170
"ELEPHANTIDAE",170
"Lathridiidae",170
"Spiroloculinidae",170
"Draboviidae",169
"Durahmindae",169
"Osteoglossidae",169
"PHENACODONTIDAE",169
"Pseudozygopleuridae",169
"Agoutidae",168
"Cryptograptidae",168
"Diastoporidae",168
"Dipteridaceae",168
"Pulleniatinidae",168
"Rotaliporidae",168
"Xantusidae",168
"Borhyaenidae",167
"Carchariidae",167
"Cobitidae",167
"Incertae Sedis",167
"Sipunculidae",167
"BUFONIDAE",166
"Cretoxyrhinidae",166
"Dactylopteridae",166
"Dolatocrinidae",166
"Goniasteridae",166
"Mochokidae",166
"Scytalocrinidae",166
"TALPIDAE",166
"Tragulidae",166
"Aulacopleuridae",165
"Cardioceratidae",165
"CARYOPHYLLIIDAE",165
"Climacograptidae",165
"Clorindidae",165
"Gelechiidae",165
"Graphiocrinidae",165
"Hedbergellidae",165
"Koninckioceratidae",165
"Lemuridae",165
"Megascolecidae",165
"Acrospiriferidae",164
"Alepisauridae",164
"ANTILOCAPRIDAE",164
"DAIRIDAE",164
"Drilliidae",164
"Hydrangeaceae",164
"Lonsdaleiidae",164
"Spiroplectamminidae",164
"Catillicephalidae",163
"DISCINIDAE",163
"Hoplitidae",163
"Luvaridae",163
"Microdomatidae",163
"Molpadiidae",163
"PLIOLAMPADIDAE",163
"Actinoceratidae",162
"Agathiceratidae",162
"Chloropidae",162
"Hyriidae",162
"Melanonidae",162
"Millericrinidae",162
"Paleolimulidae",162
"Schendylidae",162
"Sciaridae",162
"CANCELLOTHYRIDIDAE",161
"Dromornithidae",161
"Kloedenellidae",161
"Sepiidae",161
"Achiridae",160
"Catapsydracidae",160
"Notothyrididae",160
"Discocyclinidae",159
"Ellisellidae",159
"Ginglymostomatidae",159
"Proterotheriidae",159
"Alopiidae",158
"Caturidae",158
"Caytoniaceae",158
"Cleidogonidae",158
"Dissorophidae",158
"Eucyclidae",158
"Gecarcinidae",158
"Gonodactylidae",158
"LITTORINIDAE",158
"Phiomyidae",158
"Thysanopeltidae",158
"Hirudinidae",157
"Mespilocrinidae",157
"Pleuronectiformes",157
"Skeneidae",157
"Stomatellidae",157
"Vulturidae",157
"BOTHRIOLEPIDAE",156
"Campanulariidae",156
"Clitambonitidae",156
"Hippopotamidae",156
"METRARABDOTOSIDAE",156
"Orthorhynchulidae",156
"Paterinidae",156
"Polygnathidae",156
"Kelliidae",155
"MAJIDAE",155
"Sclerodactylidae",155
"Trichotropidae",155
"Xenosauridae",155
"Acrididae",154
"Anhingidae",154
"Apternodontidae",154
"Cyathophyllidae",154
"Cyclomischidae",154
"Hadrophyllidae",154
"Idoteidae",154
"Meekoceratidae",154
"Neoleptonidae",154
"Norwoodiidae",154
"Orthonotidae",154
"Palaechthonidae",154
"RANINIDAE",154
"Acleistoceratidae",153
"BASTEROTIIDAE",153
"Dogielinotidae",153
"Glossograptidae",153
"Mecochiridae",153
"Muniericeratidae",153
"Pteroclididae",153
"Rynchopidae",153
"Trachichthyidae",153
"Agonidae",152
"Crepicephalidae",152
"Eremobatidae",152
"HARPIDAE",152
"Phyllodocidae",152
"Thecideidae",152
"APORRHAIDAE",151
"Busyconidae",151
"Glaphyritidae",151
"Limacinidae",151
"Magelonidae",151
"PLESIOSAURIDAE",151
"PLETHODIDAE",151
"Praenuculidae",151
"Primitiidae",151
"Pseudoparalegoceratidae",151
"RINGICULIDAE",151
"Sabiaceae",151
"Spirostreptidae",151
"Theodossiidae",151
"Chloranthaceae",150
"Coenobitidae",150
"Coosellidae",150
"Falcatidae",150
"GEOLABIDIDAE",150
"Gonioloboceratidae",150
"Lycopodiaceae",150
"Megalograptidae",150
"Pontoporiidae",150
"Scomberesocidae",150
"Scorpionidae",150
"Valvulinidae",150
"Callichthyidae",149
"Cheliferidae",149
"Clariidae",149
"Gastrioceratidae",149
"Lepidocoleidae",149
"Pliolampadidae",149
"Scolecomorphidae",149
"Vombatidae",149
"Acteonellidae",148
"Doradidae",148
"Dosiniinae",148
"Halosauridae",148
"Hesperornithidae",148
"Koninckinidae",148
"Craterostigmidae",147
"Diadectidae",147
"Diplomoceratidae",147
"Gymnarthridae",147
"Healdiidae",147
"Pachylocrinidae",147
"Prionitidae",147
"Spirorbidae",147
"Dermochelyidae",146
"NONIONIDAE",146
"Orthonychiidae",146
"Tylostomatidae",146
"Celyphiidae",145
"Cycadaceae",145
"Eodiscidae",145
"GECARCINIDAE",145
"Leptochoeridae",145
"Pentatomidae",145
"Pulsiidae",145
"Sironidae",145
"SPIRAXIDAE",145
"Vascoceratidae",145
"Asteriidae",144
"Hesionidae",144
"Liliaceae",144
"Nephtheidae",144
"Nisusiidae",144
"Posidoniidae",144
"Reptariidae",144
"Rhinidae",144
"SCAPHANDRIDAE",144
"Sphaerodomidae",144
"Subrianidae",144
"Ancyloceratidae",143
"Orbiniidae",143
"Pentacrinitidae",143
