"specificEpithet","reps"
"melanoleuca",397
"rotundata",397
"lecontei",396
"sp c",396
"tricarinata",396
"armata",395
"bakeri",395
"savagei",395
"STRIATA",395
"ALUMENSIS",394
"fontinalis",394
"fornasinii",394
"sericeus",394
"dentatus",393
"satrapa",393
"semireticulatus",393
"globosus",392
"konecniorum",392
"linguaeformis",392
"nuciformis",392
"CONCENTRICA",391
"curvilateralis chavecae",391
"persona",391
"protinnominatus",391
"belli",390
"kingorum",390
"michelini",390
"regalis",390
"sappho",390
"fragum",389
"triseriata",389
"uberis",389
"filosa",388
"primus",388
"troilus",388
"aequata",387
"arcticum",387
"clypeata",387
"ALDRICHI",386
"anticostiensis",386
"atratus",386
"candida",386
"consimilis",386
"fuscoauratus",386
"NOBILIS",386
"vogdesi",386
"caeruleus",385
"cuneiformis",385
"steinii",385
"barabini",384
"IMPROCERA",384
"senaria",384
"stramineum",384
"annosus",383
"pieckorum",383
"amoena",382
"barbata",382
"equisetiformis",382
"PROXIMA",382
"fulvus",381
"balthica",380
"citrina",380
"LEPIDOTUS",380
"pertenuis",380
"VIBEX",380
"antillensis",379
"crecca",379
"dilecta",379
"fuscata",379
"inaequistriata",379
"boulengeri",378
"chloropus",378
"crinitus",378
"richardii",378
"ruficauda",378
"fibrosa",377
"GLOBOSUS",377
"oklahomae",377
"reflexa",377
"cooki",376
"debilis",376
"erythrocephalus",376
"incrassata",376
"lupus",376
"nicippe",376
"perlamellosa",376
"meridionalis",375
"osorioi",375
"albaria",374
"boyssettii",374
"carpenteri",374
"concavus",374
"cyanocephala",374
"decisa",374
"rara",374
"SCULPTURATUS",374
"socius",374
"alutaceus",373
"caudatus",373
"christyi",373
"crysoleucas",373
"insanus",373
"tumidifrons",373
"velox",373
"wagneri",373
"alarius",372
"macrognatha",372
"plebia",372
"fimbriatula",371
"fluviatilis",371
"funereus",371
"GATUNENSIS",371
"illinoisensis",371
"labiatus",371
"rufifrons",371
"VAUGHANI",371
"fugax",370
"fuscescens",370
"subfalcatum",370
"bufoniformis",369
"frenata",369
"gentryorum",369
"HERTWECKORUM",369
"jugularis",369
"limosa",369
"maxima",369
"minnesotensis",369
"pervetus",369
"POMUM",369
"SCUTELLATUM",369
"tessellatus",369
"tuberculifer",369
"uintensis",369
"verrucosus",369
"WETHERBYI",369
"cephalotes",368
"melissa",368
"obtusata",368
"parallelus",368
"calvertensis",367
"martinica",367
"bolina",366
"carcharias",366
"comyntas",366
"deformis",366
"pectinatus",366
"sordidulus",366
"superciliaris",366
"TRANSVERSA",366
"ALATUS",365
"haemastoma",365
"hayi",365
"marshi",365
"podzolica",365
"producta",365
"puberula",365
"ACUTA",364
"carbo",364
"episcopus",364
"foliacea",364
"melanops",364
"pallescens",364
"pilosum",364
"retusa",364
"tridactyla",364
"bufo",363
"elegans cf",363
"grammacus",363
"heermanni",363
"phoebe",363
"bairdi",362
"cyanocephalus",362
"hesperus",362
"HORRIDUM",362
"medialis",362
"newelli",362
"concavum",361
"cushmani",361
"derooyae",361
"falcata",361
"hermosana",361
"macropleura",361
"skinneri",361
"echinata",360
"erectus",360
"guernei",360
"opalinus",360
"politus",360
"cressonii",359
"hyattianum",359
"indentata",359
"lentiginosus",359
"moneta",359
"multistriatus",359
"nambeense",359
"testudinalis",359
"apachensis",358
"manacus",358
"turbinatus",358
"KEENAE",357
"ludoviciana",357
"marcellus",357
"squirella",357
"strigosus",357
"vagans",357
"arfakiana",356
"divesta",356
"frondosa",356
"leonardensis",356
"sculptilis",356
"tuberilinguis",356
"tulipa",356
"vespertinus",356
"westoni",356
"angustata",355
"ceres",355
"humile",355
"nemoralis",355
"pedroana",355
"cerasinus",354
"curvirostre",354
"emeryi",354
"interpres",354
"primaeva",354
"superba",354
"abbreviata",353
"altirastris",353
"bicalcaratus",353
"doliatus",353
"nigricaudis",353
"obscuriventris",353
"pulcherrima",353
"aspersa",352
"bifrons",352
"brachyrhynchos",352
"capito",352
"hausmanni",352
"mariae",352
"octona",352
"subrufa",352
"viridiflavus",352
"fuscigula",351
"HAITENSIS",351
"impatiens",351
"meekianum",351
"uva",351
"verneuiliana",351
"brasiliana",350
"eocaena",350
"mercatoria",350
"muricatum",350
"nigritus",350
"weitzmani",350
"CASTANEA",349
"clara",349
"ellipticus",349
"plexippus",349
"tectata",349
"clathrata",348
"crocata",348
"delicatus",348
"gentilis",348
"kelloggi",348
"squamata",348
"cornutum",347
"harrisii",347
"nucleus",347
"percarinatus",347
"ripafodiator",347
"spirata",347
"luciae",346
"molossus",346
"stagnalis",346
"strictum",346
"stultorum",346
"validus",346
"aestivalis",345
"brownii",345
"commersonii",345
"obliquus",345
"papuana",345
"patagonica",345
"quechua",345
"SCALARINUS",345
"cuvieri",344
"irus",343
"stellatus",343
"atrum",342
"kayi",342
"magellanicus",342
"prima",342
"cupido",341
"lobata",341
"lutea",341
"miticulus",341
"festinatus",340
"interpolatus",340
"lisbonensis",340
"longa",340
"recessus",340
"redmani",340
"arkansanum",339
"dominus",339
"krauselii",339
"melanurus",339
"pallipes",339
"chesteri",338
"limbatus",338
"brazoensis",337
"callistica",337
"icarioides",337
"philadelphia",337
"vespertina",337
"anatina",336
"foerstei",336
"plicatus",336
"QUADRISULCATA",336
"subcarinata pumilis",336
"valida",336
"bilix",335
"bouchardi",335
"CRIBRARIA",335
"LINEOLATA",335
"porchi",335
"springeri",335
"variabile",335
"acuminatus",334
"alexanderi",334
"boettgeri",334
"brooki",334
"depilis",334
"lepidodendroides",334
"longidens",334
"volitans",334
"brachycarpa",333
"chehalisensis",333
"congenita",333
"edwardsii",333
"putorius",333
"royalii",333
"vernalis",333
"woosteri",333
"decora",332
"dilophidus",332
"maculosus",332
"pugilla",332
"ricordii",332
"saepiolus",332
"strophomoides parva",332
"tarandus",332
"bidentata",331
"flaviceps",331
"leei",331
"novellus",331
"ORBICULARIS",331
"rutila",331
"calcarata",330
"cinereum",330
"hortensis",330
"luetkeni",330
"pholadiformis",330
"caballus",329
"macrotis",329
"magnificus",329
"monodon",329
"nordi",329
"quinquelobus",329
"randolphensis",329
"assimilis",328
"curtatus",328
"lienosa",328
"apicalis",327
"bennetti",327
"catilloides",327
"digitata",327
"lowei",327
"melanocephala",327
"minutilla",327
"permiana",327
"tridecemlineatus",327
"exustus",326
"gingivinus",326
"lunata",326
"minus",326
"condoni",325
"foreli",325
"louisvillensis",325
"perplexus",325
"haetiana",324
"himantopus",324
"marionensis",324
"cognatus",323
"gracilipes",323
"histrio",323
"isabella",323
"leucorhoa",323
"nebrascana",323
"ruricola",323
"temminckii",323
"tumidus",323
"zena",323
"annulatus",322
"chrysolepis",322
"CRISTATA",322
"dorsatum",322
"gazini",322
"perplana",322
"warreni",322
"felicis",321
"heterodonta",321
"impar",321
"neglectus",321
"novaehollandiae",321
"PRIMA",321
"PROBLEMATICA",321
"LAEVIS",320
"melanotos",320
"MUTICA",320
"soricina",320
"bendirei",319
"cochranae",319
"edwardii",319
"effulgens",319
"fulvius",319
"garrulus",319
"hessensis",319
"inca",319
"lansbergii",319
"novaeseelandiae",319
"pollardiana",319
"ciliata",318
"EVERGLADENSIS",318
"melanura",318
"NASSULA",318
"oryzivorus",318
"sandvicensis",318
"serpentinus",318
"alexandri",317
"plummerae",317
"RHOMBOIDEA",317
"rusticum",317
"sylvaticus",317
"zephyrum",317
"alaskensis",316
"excubitor",316
"fulvescens",316
"limosus",316
"mavortium",316
"quadratus",316
"sanguinea",316
"serratum",316
"smithvillensis",316
"brevispinosa",315
"burmai",315
"colei",315
"denticulatus",315
"mutilus",315
"subcylindrica",315
"clarksvillensis",314
"fimbriatus",314
"mexicanum",314
"rapae",314
"reesidei",314
"ventralis",314
"virginea",314
"atricapilla",313
"colubris",313
"crenata",313
"desiderata",313
"DISCIFORMIS",313
"LUNULATA",313
"paradoxus",313
"polaris",313
"secalicus",313
"gunteri",312
"lasioides",312
"mizolepis",312
"MULTILINEATUM",312
"sulphuratus",312
"tricuspidens",312
"arctoa",311
"hypoconus",311
"minimum",311
"mordax",311
"proaeva",311
"sabanus",311
"siliquoidea",311
"bauri",310
"gujanensis",310
"hammondii",310
"inexpectatus",310
"luteola",310
"sculpturatus",310
"stehlii",310
"alcyon",309
"contractus",309
"hentzi",309
"propinqua",309
"stansburiana",309
"ULOCYMA",309
"aurantiirostris",308
"eos",308
"lepida",308
"perdix",308
"purpuratus",308
"suturalis",308
"axillaris",307
"baeri",307
"micula",307
"rubripes",307
"bisecta",306
"harrisi",306
"hornii",306
"antillana",305
"chrysippus",305
"flabellaris",305
"kirki",305
"lundeliusi",305
"porcatus",305
"brandti",304
"nervosa",304
"opacior",304
"planulata",304
"popoagicum",304
"rufum",304
"swainsoni",304
"conglobatus",303
"cordata",303
"deweyi",303
"fulvovittatus",303
"hemiplicata",303
"lohri",303
"reversa",303
"rubiginosus",303
"tigrinum",303
"vasacciense",303
"angusticeps",302
"californiana",302
"costellata",302
"crassum",302
"leucomystax",302
"obtusirostra",302
"portlockianus",302
"rectus",302
"uluguruensis",302
"couesii",301
"fenestrata",301
"hectori",301
"ioxus",301
"LEIDYI",301
"multilineata",301
"nipalensis",301
"puella",301
"subcircularis",301
"subglobosus",301
"taeniolatus",301
"thalassina",301
"vetula",301
"CUNEATA",300
"dealbatus",300
"occipitomaculata",300
"sagraiana",300
"subcrassus",300
"triplicatus",300
"wordensis",300
"altus",299
"braminus",299
"dawsonianus",299
"ephippigerum",299
"hudsoni",299
"latum",299
"pyramidata",299
"rubica",299
"rupestris",299
"triangulus",299
"convexus",298
"decollata",298
"diadema",298
"fusiformis",298
"icarus",298
"melanochlorus",298
"OCCIDENTALIS",298
"puncticulatus",298
"bulla",297
"montanensis",297
"newtoni",297
"plena",297
"pratti",297
"rectangulata",297
"transversalis",297
"amoenus",296
"corax",296
"eliasi",296
"emacerata",296
"lindenensis",296
"maculilabris",296
"melinus",296
"pandatus",296
"annulus",295
"armigera",295
"callosa",295
"glaucon",295
"hallana",295
"harengus",295
"nasicus",295
"sabrinus",295
"scabiosa",295
"valliceps",295
"cepedianus",294
"decisum",294
"groenlandicus",294
"hannibalii",294
"hoyi",294
"oblongum",294
"semipalmatus",294
"SPIRATUS",294
"TRIDENTATA",294
"emmonsi",293
"osa",293
"pitiayumi",293
"squalida",293
"steindachneri",293
"aperta",292
"burgessensis",292
"cordillerae",292
"fascicularis",292
"louisianae",292
"photothorax",292
"prisca",292
"supralateralis",292
"clairensis",291
"CLEVEI",291
"emertoni",291
"hastata",291
"leucosticta",291
"mollissima",291
"momota",291
"nitidula",291
"palmata",291
"parvum",291
"peruvianus",291
"reussi",291
"subis",291
"tuberosa",291
"veranyi",291
"binoei",290
"jacarina",290
"OBLIQUATUS",290
"regius",290
"arizonicus",289
"curtisi",289
"nigromaculatus",289
"proliferum",289
"pyramidalis",289
"symmetricus",289
"viator",289
"aalge",288
"granulatum",288
"infrafrenata",288
"melanostictus",288
"modiolus",288
"planatus",288
"pyrrhonota",288
"transiens",288
"parviceps",287
"resinosa",287
"rugatulus",287
"wichitaensis",287
"centroura",286
"lunatus",286
"MAGNOLIANA",286
"modoc",286
"murinus",286
"SCALARINA",286
"solidissima",286
"squamula",286
"nearctica",285
"perspicillatus",285
"pratensis",285
"quadramaculatus",285
"serpentina",285
"terraenovae",285
"turgidus",285
"arcanus",284
"brevispinosus",284
"crassirostris",284
"erythrocephala",284
"minutum",284
"opisthopterus",284
"peruanum",284
"pomum",284
"profundus",284
"rubescens",284
"bicornis",283
"flaccidus",283
"iconicum",283
"poeyi",283
"punctiventris",283
"rostratus",283
"velatus",283
"acutangulus",282
"crustula",282
"flavifrons",282
"interruptus",282
"littoralis",282
"philenor",282
"pilsbryi",282
"pustulata",282
"tridactylus",282
"coucha",281
"directus",281
"GABBI",281
"longispina",281
"sauridens",281
"vociferans",281
"xenodactyloides",281
"bootes",280
"detritinodis",280
"lucifuga",280
"media",280
"ROTUNDATUS",280
"solidula",280
"stewarti",280
"cecrops",279
"flavirostris",279
"incertus",279
"reedae",279
"swainsonii",279
"teguliferoides",279
"destructor",278
"GEORGIANUS",278
"hamiltoniae",278
"oreas",278
"phaeonotus",278
"placidus",278
"rugulosa",278
"adspersa",277
"bisulcatus",277
"crassipalpata",277
"deltoidea",277
"divaricans",277
"femoralis",277
"glauca",277
"hiaticula",277
"laeviuscula",277
"macrochir",277
"truei",277
"alveata",276
"inconspicua",276
"leucocephalus",276
"planiconvexa",276
"TROCHILIA",276
"vicksburgensis",276
"WALTONENSIS",276
"COSTATA",275
"decaturensis",275
"demissus",275
"gutturalis",275
"HEILPRINI",275
"laticeps",275
"mutica",275
"adspersus",274
"anodonta",274
"atratulus",274
"carinifera",274
"congregata",274
"lherminieri",274
"machaon",274
"pugilis",274
"quadrangularis",274
"rufiventris",274
"sublaevis",274
"verreauxi",274
"branneri",273
"devincta",273
"dimidiata",273
"maricopa",273
"ocellata",273
"sezekorni",273
"SPINOSUM",273
"superciliosa",273
"bogotensis",272
"cinnamomeus",272
"gnava",272
"healdi",272
"johnstonei",272
"schlotheimi",272
"securis",272
"taenia",272
"bullata",271
"cumingii",271
"gambeli",271
"lineolatus",271
"onyx",271
"pristinus",271
"minuscula",270
"rosei",270
"schriveri",270
"sciophila",270
"trigonalis",270
"tubus",270
"BASSLERI",269
"brachyurus",269
"CANRENA",269
"ciris",269
"gothlandicus",269
"latirostris",269
"lesquereuxii",269
"mccooki",269
"millepunctata",269
"minutissima",269
"pretiosa",269
"vortmani",269
"CALOOSAE",268
"HALDEMANI",268
"caudalis",267
"coarctatus",267
"cucullata",267
"darwini",267
"hyperostosis",267
"musica",267
"obtusirostre",267
"parallela",267
"serpens",267
"vesicularis",267
"albigula",266
"amabilis",266
"amaryllis",266
"bilabiata",266
"buttsi",266
"colchicus",266
"contrarium",266
"decussatum",266
"larvata",266
"modulus",266
"praecursor",266
"sternbergi",266
"boothi",265
"decadactylus",265
"drymeja",265
"europaea",265
"expansus",265
"floweri",265
"rotundatus",265
"steinheili",265
"tenella",265
"torquia",265
"andrewsi",264
"churchilli",264
"labrus",264
"nanum",264
"panderi",264
"andrewsii",263
"bahamensis",263
"commune",263
"magniporosum",263
"paulsoni",263
"pennanti",263
"raymondi",263
"tegulare",263
"capense",262
"choctawensis",262
"creedensis",262
"cupreus",262
"jamesi",262
"johnstoni",262
"ONISCUS",262
"sp?",262
"stenodactylus",262
"subangulata",262
"varica",262
"culcitaus",261
"fremouwensis",261
"idonea",261
"iowaensis",261
"leucurus",261
"neuter",261
"pattersoni",261
"proximus",261
"rutilus",261
"sladeni",261
"SUBANNULATA",261
"tricarinatus",261
"josyi",260
"margarita",260
"megalops",260
"pentagonus",260
"rayus",260
"wooloomgabba",260
"equestris",259
"gilippus",259
"hemisphericus",259
"miltoni",259
"palmipes",259
"stephensoni",259
"anglo-germanicum",258
"clarnensis",258
"clavata",258
"diabloensis",258
"dithyros",258
"hastatus",258
"heminota",258
"megalotis",258
"nycticorax",258
"procera",258
"fortis",257
"MEDITERRANEUM",257
"TENUIS",257
"ye",257
"zonatus",257
"aurora",256
"graciosus",256
"GRANIFERA",256
"guatemalensis",256
"irroratus",256
"kaulfussi",256
"leda",256
"manitobensis",256
"mansfieldi",256
"margaritatus",256
"pallipennis",256
"pfeiferensis",256
"SERRATUM",256
"sprattiformis",256
"typicus",256
"xerophila",256
"boonensis",255
"calliope",255
"gibberulus",255
"laminata",255
"modulatrix",255
"nasus",255
"scutulata",255
"stigma",255
"subarmata",255
"wetherbyi",255
"clappi",254
"fodinatus",254
"kivuensis",254
"metsiacus",254
"micromembrana",254
"MODULUS",254
"neogagates",254
"polyxenes",254
"wannensis",254
"bidens",253
"canrena",253
"chesterensis",253
"cyanurus",253
"decorata",253
"dissimilis",253
"duplicatus",253
"gunnellus",253
"longicaudus",253
"longispinus",253
"parisorum",253
"pecosii",253
"peninsulatus",253
"perpilosa",253
"regilla",253
"roseus",253
"squatarola",253
"subcostatus",253
"tectum",253
"tenebrosus",253
"ungula",253
"xanthocephalus",253
"arborescens",252
"carlilensis",252
"eximius",252
"gemmosus",252
"ilicis",252
"mauri",252
"meleagris",252
"multifasciatus",252
"mydas",252
"navia",252
"semifasciata",252
"tinnunculus",252
"alternans",251
"boylii",251
"cordiformis",251
"granosa",251
"magnicostatus",251
"paludosa",251
"pictum",251
"pisiformis",251
"pyrum",251
"sulcatum",251
"balearicum",250
"cubana",250
"gambelii",250
"glandarius",250
"HADRA",250
"HODGII",250
"latopalmata",250
"meekana",250
"sculpturata",250
"sellaeformis",250
"subumbratus",250
"wahlbergi",250
"curtus",249
"fumeus",249
"obliquiloculata",249
"penicillata",249
"rowleyi",249
"salteri",249
"wolfcampensis",249
"antillanus",248
"bisulcata",248
"carneola",248
"CONSORS",248
"curvispinosus",248
"didyma",248
"NAVARRENSIS",248
"nuda",248
"pleei",248
"purpurea",248
"scalare",248
"scutellatus",248
"undetermined",248
"binodosa",247
"biseriatus",247
"corniculum",247
"cranei",247
"fraseri",247
"implicata",247
"lesliana",247
"puncticollis",247
"rubella",247
"saevus",247
"brevipes",246
"cassinii",246
"catesbyi",246
"chrysoptera",246
"cinnamomea",246
"dilatatus",246
"ECHINATUM",246
"MENGEANA",246
"peloronta",246
"pseudocameratus",246
"tolmiei",246
"acutirostris",245
"bicarinatus",245
"bransoni",245
"calcarea",245
"clarkii",245
"eboreus",245
"eileenae",245
"haliaetus",245
"inquinata",245
"jeffordsi",245
"levis",245
"livescens",245
"MEDIA",245
"polytes",245
"torosa",245
"triquetra",245
"vincta",245
"angustifrons",244
"barbudensis",244
"celebra",244
"COCCINELLA",244
"fulicarius",244
"grylle",244
"gynocrates",244
"hippurus",244
"iguana",244
"nivea",244
"obtusus",244
"schroederi",244
"TEXTILIS",244
"ani",243
"antiquatus",243
"bellii",243
"canescens",243
"flavogaster",243
"florida",243
"geographica",243
"gouldiana",243
"haplocerus",243
"maureenae",243
"megotara",243
"obovata",243
"olmstedi",243
"ortmanni",243
"osceola",243
"ROSTRIGERA",243
"sp. (A)",243
"albequus",242
"alexandrinus",242
"alfi",242
"arikarense",242
"bellicostata",242
"coffeus",242
"cymbula",242
"DURYI",242
"euides",242
"grata",242
"hesperia",242
"palankarinnicus",242
"recurvirostra",242
"scheuchzeri",242
"scudderi",242
"tyrannulus",242
"vexillum",242
"albicilla",241
"apicina",241
"calvini",241
"deckeri",241
"globularis",241
"ivesi",241
"leachii",241
"miocenicum",241
"nucleolatus",241
"parilis",241
"pleromatis",241
"puercensis",241
"subramosa",241
"tantilla",241
"taxus",241
"WEISBORDI",241
"bonariensis",240
"byramensis",240
"epixanthe",240
"exiguus",240
"maritima",240
"OCALANA",240
"sayii",240
"subnodosa",240
"bohemica",239
"bonairensis",239
"currucoides",239
"decurrens",239
"dislocata",239
"evax",239
"imbecillis",239
"macdonaldi",239
"marmoreus",239
"nubilus",239
"oregoniana",239
"punctulatus",239
"segnis",239
"testacea",239
"tetra",239
"trivittata",239
"unitus",239
"dacotensis",238
"hami",238
"limicola",238
"limulurus",238
"musculosa",238
"naumanni",238
"paradisaea",238
"procerum",238
"aenaeus",237
"ancilla",237
"bilobatus",237
"brama",237
"cocoaensis",237
"CONRADI",237
"ephialtum",237
"gregorii",237
"lanceolatus",237
"mooreana",237
"pittsfordensis",237
"PONDEROSA",237
"subsulcatus",237
"ventricosum",237
"viridans",237
"bilineatus",236
"caputserpentis",236
"ionidesii",236
"ockendeni",236
"SAPOTILLA",236
"wanneri",236
"werneri",236
"audax",235
"auricoma",235
"diversipilosa",235
"fraterna",235
"immer",235
"LANGDONI",235
"melanonotus",235
"MUSCOSUS",235
"nebraskensis",235
"oculata",235
"otus",235
"perspectiva",235
"perversa",235
"protruberans",235
"rhombifer",235
"sacculus",235
"tasmaniensis",235
"tornieri",235
"woodi",235
"cirrigera",234
"montanaensis",234
"montgomeryi",234
"nicholsi",234
"platypterus",234
"prattenianus",234
"quadrula",234
"sebae",234
"virgatus",234
"angulatum",233
"anomalum",233
"carnea",233
"erigonoides",233
